Teams,Borda Points
alabama-crimson-tide,1475
clemson-tigers,1409
notre-dame-fighting-irish,1351
lsu-tigers,1295
michigan-wolverines,1220
georgia-bulldogs,1181
oklahoma-sooners,1115
ohio-state-buckeyes,1004
ucf-knights,1000
washington-state-cougars,919
kentucky-wildcats,889
west-virginia-mountaineers,876
penn-state-nittany-lions,721
florida-gators,721
texas-longhorns,708
utah-utes,585
houston-cougars,403
utah-state-aggies,343
iowa-hawkeyes,328
fresno-state-bulldogs,264
mississippi-state-bulldogs,202
syracuse-orange,188
boston-college-eagles,172
virginia-cavaliers,170
texas-am-aggies,136
washington-huskies,123
georgia-southern-eagles,63
michigan-state-spartans,51
cincinnati-bearcats,46
iowa-state-cyclones,45
south-florida-bulls,31
oklahoma-state-cowboys,27
stanford-cardinal,19
uab-blazers,17
wisconsin-badgers,15
oregon-ducks,12
auburn-tigers,8
north-carolina-state-wolfpack,7
army-west-point-black-knights,6
san-diego-state-aztecs,6
california-golden-bears,2
buffalo-bulls,1
