Teams,Borda Points
alabama-crimson-tide,1525
clemson-tigers,1459
notre-dame-fighting-irish,1406
michigan-wolverines,1327
georgia-bulldogs,1288
oklahoma-sooners,1188
west-virginia-mountaineers,1111
washington-state-cougars,1052
ohio-state-buckeyes,1050
lsu-tigers,1019
ucf-knights,984
syracuse-orange,787
texas-longhorns,726
utah-state-aggies,690
florida-gators,577
penn-state-nittany-lions,546
washington-huskies,505
iowa-state-cyclones,498
cincinnati-bearcats,351
kentucky-wildcats,348
utah-utes,315
boston-college-eagles,261
boise-state-broncos,158
army-west-point-black-knights,140
mississippi-state-bulldogs,138
uab-blazers,83
fresno-state-bulldogs,65
michigan-state-spartans,36
pittsburgh-panthers,34
buffalo-bulls,33
north-carolina-state-wolfpack,31
duke-blue-devils,20
texas-am-aggies,17
iowa-hawkeyes,8
arizona-state-sun-devils,7
auburn-tigers,4
stanford-cardinal,4
troy-trojans,1
