Teams,Borda Points
alabama-crimson-tide,1505
clemson-tigers,1476
georgia-bulldogs,1350
wisconsin-badgers,1271
ohio-state-buckeyes,1256
washington-huskies,1215
oklahoma-sooners,1173
miami-fl-hurricanes,1028
auburn-tigers,1013
penn-state-nittany-lions,1012
michigan-state-spartans,878
notre-dame-fighting-irish,805
stanford-cardinal,778
michigan-wolverines,773
usc-trojans,545
tcu-horned-frogs,533
west-virginia-mountaineers,512
mississippi-state-bulldogs,452
florida-state-seminoles,385
virginia-tech-hokies,353
ucf-knights,316
boise-state-broncos,293
texas-longhorns,218
oregon-ducks,150
lsu-tigers,106
south-carolina-gamecocks,97
florida-gators,68
utah-utes,60
oklahoma-state-cowboys,52
arizona-wildcats,29
texas-am-aggies,22
north-carolina-state-wolfpack,22
boston-college-eagles,19
northwestern-wildcats,13
kansas-state-wildcats,10
iowa-state-cyclones,8
houston-cougars,6
memphis-tigers,3
troy-trojans,2
iowa-hawkeyes,2
kentucky-wildcats,1
fresno-state-bulldogs,1
arkansas-state-red-wolves,1
