Teams,Borda Points
alabama-crimson-tide,1517
clemson-tigers,1430
georgia-bulldogs,1407
ohio-state-buckeyes,1288
oklahoma-sooners,1263
wisconsin-badgers,1227
auburn-tigers,1224
notre-dame-fighting-irish,1022
stanford-cardinal,992
washington-huskies,885
penn-state-nittany-lions,836
lsu-tigers,830
virginia-tech-hokies,794
west-virginia-mountaineers,794
tcu-horned-frogs,678
mississippi-state-bulldogs,655
boise-state-broncos,501
ucf-knights,495
michigan-wolverines,387
oregon-ducks,302
miami-fl-hurricanes,301
usc-trojans,251
arizona-state-sun-devils,140
oklahoma-state-cowboys,121
michigan-state-spartans,105
utah-utes,92
texas-am-aggies,92
boston-college-eagles,46
houston-cougars,34
colorado-buffaloes,26
iowa-hawkeyes,23
kentucky-wildcats,20
duke-blue-devils,10
north-carolina-state-wolfpack,9
hawaii-warriors,5
ole-miss-rebels,5
south-florida-bulls,4
washington-state-cougars,4
south-carolina-gamecocks,2
florida-state-seminoles,1
