Teams,Borda Points
alabama-crimson-tide,1475
clemson-tigers,1409
notre-dame-fighting-irish,1351
lsu-tigers,1295
michigan-wolverines,1220
georgia-bulldogs,1181
oklahoma-sooners,1115
ohio-state-buckeyes,1004
ucf-knights,1000
washington-state-cougars,919
kentucky-wildcats,889
west-virginia-mountaineers,876
penn-state-nittany-lions,721
florida-gators,721
texas-longhorns,708
utah-utes,585
houston-cougars,414
utah-state-aggies,352
iowa-hawkeyes,335
fresno-state-bulldogs,276
syracuse-orange,198
virginia-cavaliers,179
boston-college-eagles,178
texas-am-aggies,151
washington-huskies,126
northwestern-wildcats,89
georgia-southern-eagles,68
michigan-state-spartans,50
cincinnati-bearcats,49
iowa-state-cyclones,47
south-florida-bulls,32
oklahoma-state-cowboys,25
uab-blazers,24
stanford-cardinal,20
wisconsin-badgers,14
oregon-ducks,12
army-west-point-black-knights,9
auburn-tigers,8
north-carolina-state-wolfpack,6
san-diego-state-aztecs,6
california-golden-bears,2
buffalo-bulls,1
