Teams,Borda Points
alabama-crimson-tide,1525
clemson-tigers,1459
notre-dame-fighting-irish,1406
michigan-wolverines,1327
georgia-bulldogs,1288
oklahoma-sooners,1188
west-virginia-mountaineers,1111
washington-state-cougars,1052
ohio-state-buckeyes,1050
lsu-tigers,1019
ucf-knights,983
syracuse-orange,787
texas-longhorns,727
utah-state-aggies,689
florida-gators,576
penn-state-nittany-lions,543
washington-huskies,501
iowa-state-cyclones,497
cincinnati-bearcats,344
kentucky-wildcats,339
utah-utes,307
boston-college-eagles,256
boise-state-broncos,149
northwestern-wildcats,137
mississippi-state-bulldogs,135
army-west-point-black-knights,129
uab-blazers,78
fresno-state-bulldogs,63
michigan-state-spartans,32
north-carolina-state-wolfpack,30
pittsburgh-panthers,28
duke-blue-devils,20
texas-am-aggies,16
iowa-hawkeyes,8
arizona-state-sun-devils,6
auburn-tigers,3
stanford-cardinal,3
troy-trojans,2
