Teams,Borda Points
alabama-crimson-tide,1497
georgia-bulldogs,1403
ohio-state-buckeyes,1396
clemson-tigers,1311
notre-dame-fighting-irish,1293
west-virginia-mountaineers,1153
washington-huskies,1086
penn-state-nittany-lions,1079
texas-longhorns,937
ucf-knights,909
oklahoma-sooners,868
michigan-wolverines,859
lsu-tigers,780
wisconsin-badgers,702
florida-gators,702
miami-fl-hurricanes,586
oregon-ducks,503
kentucky-wildcats,482
colorado-buffaloes,410
north-carolina-state-wolfpack,337
auburn-tigers,334
texas-am-aggies,272
mississippi-state-bulldogs,145
cincinnati-bearcats,131
iowa-hawkeyes,102
stanford-cardinal,60
washington-state-cougars,49
san-diego-state-aztecs,31
tcu-horned-frogs,20
appalachian-state-mountaineers,11
utah-state-aggies,10
utah-utes,2
hawaii-warriors,2
south-carolina-gamecocks,2
