Teams,Borda Points
alabama-crimson-tide,1474
ohio-state-buckeyes,1409
clemson-tigers,1346
notre-dame-fighting-irish,1312
lsu-tigers,1201
michigan-wolverines,1107
texas-longhorns,1105
georgia-bulldogs,1052
oklahoma-sooners,969
ucf-knights,952
florida-gators,896
oregon-ducks,887
west-virginia-mountaineers,680
kentucky-wildcats,655
washington-huskies,621
north-carolina-state-wolfpack,566
texas-am-aggies,537
penn-state-nittany-lions,503
iowa-hawkeyes,268
south-florida-bulls,241
cincinnati-bearcats,239
mississippi-state-bulldogs,232
wisconsin-badgers,223
michigan-state-spartans,188
washington-state-cougars,128
san-diego-state-aztecs,57
usc-trojans,55
appalachian-state-mountaineers,54
colorado-buffaloes,49
utah-state-aggies,42
miami-fl-hurricanes,40
utah-utes,31
duke-blue-devils,19
texas-tech-red-raiders,9
fresno-state-bulldogs,8
houston-cougars,3
maryland-terrapins,2
virginia-cavaliers,2
