Teams,Borda Points
clemson-tigers,1525
alabama-crimson-tide,1462
ohio-state-buckeyes,1364
oklahoma-sooners,1356
notre-dame-fighting-irish,1286
lsu-tigers,1119
georgia-bulldogs,1103
florida-gators,1103
texas-longhorns,1076
washington-state-cougars,959
ucf-knights,898
kentucky-wildcats,820
washington-huskies,806
michigan-wolverines,745
syracuse-orange,683
texas-am-aggies,553
penn-state-nittany-lions,493
fresno-state-bulldogs,466
army-west-point-black-knights,418
west-virginia-mountaineers,299
northwestern-wildcats,285
utah-state-aggies,190
boise-state-broncos,186
cincinnati-bearcats,172
iowa-hawkeyes,121
appalachian-state-mountaineers,99
stanford-cardinal,52
mississippi-state-bulldogs,45
utah-utes,44
iowa-state-cyclones,26
auburn-tigers,16
oregon-ducks,11
missouri-tigers,10
georgia-southern-eagles,7
troy-trojans,7
oklahoma-state-cowboys,3
north-carolina-state-wolfpack,2
wisconsin-badgers,2
