Teams,Borda Points
alabama-crimson-tide,1525
clemson-tigers,1460
notre-dame-fighting-irish,1405
oklahoma-sooners,1327
ohio-state-buckeyes,1254
georgia-bulldogs,1247
ucf-knights,1158
michigan-wolverines,1076
washington-huskies,992
florida-gators,894
lsu-tigers,847
washington-state-cougars,845
penn-state-nittany-lions,773
texas-longhorns,763
west-virginia-mountaineers,694
kentucky-wildcats,639
syracuse-orange,516
mississippi-state-bulldogs,375
fresno-state-bulldogs,373
utah-utes,362
texas-am-aggies,359
army-west-point-black-knights,210
boise-state-broncos,144
missouri-tigers,133
iowa-state-cyclones,110
northwestern-wildcats,109
utah-state-aggies,86
north-carolina-state-wolfpack,54
cincinnati-bearcats,39
stanford-cardinal,28
appalachian-state-mountaineers,19
iowa-hawkeyes,4
troy-trojans,2
oregon-ducks,1
