Teams,Borda Points
alabama-crimson-tide,1475
clemson-tigers,1406
notre-dame-fighting-irish,1355
lsu-tigers,1282
michigan-wolverines,1208
texas-longhorns,1146
georgia-bulldogs,1099
oklahoma-sooners,1034
ucf-knights,968
florida-gators,963
ohio-state-buckeyes,952
kentucky-wildcats,727
west-virginia-mountaineers,722
washington-state-cougars,666
washington-huskies,655
texas-am-aggies,603
penn-state-nittany-lions,506
iowa-hawkeyes,478
oregon-ducks,436
wisconsin-badgers,348
south-florida-bulls,289
north-carolina-state-wolfpack,185
utah-utes,173
stanford-cardinal,137
appalachian-state-mountaineers,82
utah-state-aggies,51
san-diego-state-aztecs,49
fresno-state-bulldogs,37
miami-fl-hurricanes,35
virginia-cavaliers,25
houston-cougars,24
purdue-boilermakers,18
michigan-state-spartans,8
cincinnati-bearcats,7
auburn-tigers,4
mississippi-state-bulldogs,2
uab-blazers,2
boston-college-eagles,2
