Teams,Borda Points
alabama-crimson-tide,1525
clemson-tigers,1458
notre-dame-fighting-irish,1409
georgia-bulldogs,1336
oklahoma-sooners,1266
ohio-state-buckeyes,1229
ucf-knights,1155
texas-longhorns,1006
washington-huskies,948
florida-gators,929
washington-state-cougars,878
lsu-tigers,874
penn-state-nittany-lions,809
west-virginia-mountaineers,732
kentucky-wildcats,661
utah-utes,595
syracuse-orange,536
boise-state-broncos,468
mississippi-state-bulldogs,380
northwestern-wildcats,378
texas-am-aggies,339
army-west-point-black-knights,218
iowa-state-cyclones,151
fresno-state-bulldogs,132
utah-state-aggies,118
missouri-tigers,116
north-carolina-state-wolfpack,49
cincinnati-bearcats,43
stanford-cardinal,13
iowa-hawkeyes,7
appalachian-state-mountaineers,2
buffalo-bulls,2
oregon-ducks,2
