Teams,Borda Points
clemson-tigers,1525
alabama-crimson-tide,1462
ohio-state-buckeyes,1364
oklahoma-sooners,1356
notre-dame-fighting-irish,1286
lsu-tigers,1119
georgia-bulldogs,1103
florida-gators,1103
texas-longhorns,1076
washington-state-cougars,959
ucf-knights,898
kentucky-wildcats,820
washington-huskies,806
michigan-wolverines,745
syracuse-orange,683
texas-am-aggies,553
penn-state-nittany-lions,495
fresno-state-bulldogs,466
army-west-point-black-knights,419
west-virginia-mountaineers,304
northwestern-wildcats,290
utah-state-aggies,196
boise-state-broncos,190
cincinnati-bearcats,176
iowa-hawkeyes,126
stanford-cardinal,55
mississippi-state-bulldogs,48
utah-utes,44
uab-blazers,41
iowa-state-cyclones,26
auburn-tigers,17
oregon-ducks,12
missouri-tigers,10
georgia-southern-eagles,8
troy-trojans,8
north-carolina-state-wolfpack,3
oklahoma-state-cowboys,3
wisconsin-badgers,2
