Teams,Borda Points
alabama-crimson-tide,1521
georgia-bulldogs,1416
clemson-tigers,1405
ohio-state-buckeyes,1357
oklahoma-sooners,1283
lsu-tigers,1241
stanford-cardinal,1055
notre-dame-fighting-irish,1034
auburn-tigers,958
washington-huskies,947
penn-state-nittany-lions,947
west-virginia-mountaineers,841
virginia-tech-hokies,818
mississippi-state-bulldogs,790
oklahoma-state-cowboys,589
ucf-knights,558
tcu-horned-frogs,505
wisconsin-badgers,490
michigan-wolverines,454
oregon-ducks,405
miami-fl-hurricanes,368
texas-am-aggies,203
michigan-state-spartans,90
byu-cougars,79
boise-state-broncos,73
iowa-hawkeyes,69
duke-blue-devils,69
colorado-buffaloes,56
california-golden-bears,44
kentucky-wildcats,40
south-florida-bulls,17
texas-longhorns,13
north-carolina-state-wolfpack,11
arizona-state-sun-devils,9
missouri-tigers,8
utah-utes,7
north-texas-mean-green,6
san-diego-state-aztecs,5
south-carolina-gamecocks,4
washington-state-cougars,3
syracuse-orange,2
