Teams,Borda Points
alabama-crimson-tide,1525
clemson-tigers,1460
notre-dame-fighting-irish,1405
oklahoma-sooners,1327
ohio-state-buckeyes,1254
georgia-bulldogs,1247
ucf-knights,1158
michigan-wolverines,1077
washington-huskies,993
florida-gators,895
lsu-tigers,849
washington-state-cougars,846
penn-state-nittany-lions,774
texas-longhorns,763
west-virginia-mountaineers,697
kentucky-wildcats,641
syracuse-orange,520
mississippi-state-bulldogs,384
fresno-state-bulldogs,383
utah-utes,372
texas-am-aggies,370
boise-state-broncos,164
missouri-tigers,151
iowa-state-cyclones,126
northwestern-wildcats,122
utah-state-aggies,94
north-carolina-state-wolfpack,62
cincinnati-bearcats,42
stanford-cardinal,32
appalachian-state-mountaineers,26
uab-blazers,5
iowa-hawkeyes,5
troy-trojans,2
oregon-ducks,1
