Teams,Borda Points
alabama-crimson-tide,1475
clemson-tigers,1406
notre-dame-fighting-irish,1355
lsu-tigers,1282
michigan-wolverines,1213
texas-longhorns,1151
georgia-bulldogs,1109
oklahoma-sooners,1048
ucf-knights,999
florida-gators,990
west-virginia-mountaineers,777
kentucky-wildcats,777
washington-state-cougars,718
washington-huskies,711
texas-am-aggies,659
penn-state-nittany-lions,563
iowa-hawkeyes,536
oregon-ducks,488
wisconsin-badgers,402
south-florida-bulls,334
north-carolina-state-wolfpack,224
utah-utes,211
stanford-cardinal,168
appalachian-state-mountaineers,106
texas-tech-red-raiders,70
san-diego-state-aztecs,67
utah-state-aggies,65
fresno-state-bulldogs,49
miami-fl-hurricanes,43
virginia-cavaliers,34
houston-cougars,28
purdue-boilermakers,25
cincinnati-bearcats,10
michigan-state-spartans,9
auburn-tigers,5
mississippi-state-bulldogs,4
boston-college-eagles,3
uab-blazers,2
