Teams,Borda Points
alabama-crimson-tide,1500
clemson-tigers,1435
notre-dame-fighting-irish,1381
michigan-wolverines,1304
georgia-bulldogs,1263
oklahoma-sooners,1181
west-virginia-mountaineers,1065
ohio-state-buckeyes,1025
lsu-tigers,1020
washington-state-cougars,1010
ucf-knights,1002
kentucky-wildcats,789
utah-state-aggies,617
texas-longhorns,593
fresno-state-bulldogs,538
boston-college-eagles,530
mississippi-state-bulldogs,520
florida-gators,443
washington-huskies,382
penn-state-nittany-lions,317
north-carolina-state-wolfpack,304
iowa-state-cyclones,265
michigan-state-spartans,251
cincinnati-bearcats,173
utah-utes,136
auburn-tigers,114
wisconsin-badgers,47
army-west-point-black-knights,44
uab-blazers,39
northwestern-wildcats,32
purdue-boilermakers,26
iowa-hawkeyes,25
boise-state-broncos,19
buffalo-bulls,14
oregon-ducks,12
san-diego-state-aztecs,7
duke-blue-devils,5
houston-cougars,5
texas-am-aggies,4
texas-tech-red-raiders,3
