Teams,Borda Points
alabama-crimson-tide,1474
ohio-state-buckeyes,1409
clemson-tigers,1346
notre-dame-fighting-irish,1312
lsu-tigers,1201
michigan-wolverines,1107
texas-longhorns,1105
georgia-bulldogs,1052
oklahoma-sooners,969
ucf-knights,952
florida-gators,896
oregon-ducks,887
west-virginia-mountaineers,680
kentucky-wildcats,654
washington-huskies,621
north-carolina-state-wolfpack,565
texas-am-aggies,536
penn-state-nittany-lions,502
iowa-hawkeyes,264
south-florida-bulls,239
cincinnati-bearcats,236
mississippi-state-bulldogs,231
wisconsin-badgers,220
michigan-state-spartans,182
washington-state-cougars,126
stanford-cardinal,63
usc-trojans,53
san-diego-state-aztecs,53
appalachian-state-mountaineers,51
colorado-buffaloes,47
utah-state-aggies,40
miami-fl-hurricanes,38
utah-utes,28
duke-blue-devils,17
texas-tech-red-raiders,8
houston-cougars,3
maryland-terrapins,2
virginia-cavaliers,2
