Teams,Borda Points
alabama-crimson-tide,1497
georgia-bulldogs,1405
ohio-state-buckeyes,1395
clemson-tigers,1278
lsu-tigers,1233
notre-dame-fighting-irish,1216
oklahoma-sooners,1193
auburn-tigers,1002
west-virginia-mountaineers,998
washington-huskies,978
penn-state-nittany-lions,920
ucf-knights,760
kentucky-wildcats,708
stanford-cardinal,701
michigan-wolverines,688
wisconsin-badgers,642
miami-fl-hurricanes,602
oregon-ducks,479
texas-longhorns,420
colorado-buffaloes,254
florida-gators,231
north-carolina-state-wolfpack,143
virginia-tech-hokies,106
boise-state-broncos,104
oklahoma-state-cowboys,103
south-florida-bulls,97
syracuse-orange,92
cincinnati-bearcats,41
iowa-hawkeyes,37
texas-am-aggies,36
tcu-horned-frogs,17
washington-state-cougars,16
california-golden-bears,12
maryland-terrapins,11
missouri-tigers,10
byu-cougars,5
mississippi-state-bulldogs,4
boston-college-eagles,4
arizona-state-sun-devils,3
appalachian-state-mountaineers,3
hawaii-warriors,2
san-diego-state-aztecs,2
duke-blue-devils,1
