Teams,Borda Points
alabama-crimson-tide,1521
georgia-bulldogs,1416
clemson-tigers,1405
ohio-state-buckeyes,1357
oklahoma-sooners,1283
lsu-tigers,1241
stanford-cardinal,1055
notre-dame-fighting-irish,1034
auburn-tigers,958
washington-huskies,947
penn-state-nittany-lions,947
west-virginia-mountaineers,841
virginia-tech-hokies,816
mississippi-state-bulldogs,792
oklahoma-state-cowboys,588
ucf-knights,559
tcu-horned-frogs,506
wisconsin-badgers,496
michigan-wolverines,453
oregon-ducks,399
miami-fl-hurricanes,366
texas-am-aggies,197
boston-college-eagles,133
michigan-state-spartans,88
boise-state-broncos,65
iowa-hawkeyes,64
duke-blue-devils,63
colorado-buffaloes,51
kentucky-wildcats,42
california-golden-bears,40
south-florida-bulls,18
texas-longhorns,14
north-carolina-state-wolfpack,10
arizona-state-sun-devils,9
missouri-tigers,8
utah-utes,6
north-texas-mean-green,6
san-diego-state-aztecs,6
south-carolina-gamecocks,4
syracuse-orange,3
washington-state-cougars,2
