Teams,Borda Points
clemson-tigers,1525
alabama-crimson-tide,1462
ohio-state-buckeyes,1364
oklahoma-sooners,1356
notre-dame-fighting-irish,1286
lsu-tigers,1119
georgia-bulldogs,1103
florida-gators,1103
texas-longhorns,1076
washington-state-cougars,960
ucf-knights,903
kentucky-wildcats,821
washington-huskies,810
michigan-wolverines,748
syracuse-orange,696
texas-am-aggies,580
fresno-state-bulldogs,498
army-west-point-black-knights,453
west-virginia-mountaineers,334
northwestern-wildcats,320
boise-state-broncos,224
utah-state-aggies,219
cincinnati-bearcats,203
iowa-hawkeyes,155
appalachian-state-mountaineers,118
stanford-cardinal,68
mississippi-state-bulldogs,58
utah-utes,56
uab-blazers,42
iowa-state-cyclones,32
auburn-tigers,22
oregon-ducks,17
missouri-tigers,12
georgia-southern-eagles,7
troy-trojans,7
oklahoma-state-cowboys,4
north-carolina-state-wolfpack,3
wisconsin-badgers,3
