Teams,Borda Points
alabama-crimson-tide,1525
clemson-tigers,1460
notre-dame-fighting-irish,1405
oklahoma-sooners,1327
ohio-state-buckeyes,1254
georgia-bulldogs,1247
ucf-knights,1159
michigan-wolverines,1077
washington-huskies,994
florida-gators,917
lsu-tigers,877
penn-state-nittany-lions,812
texas-longhorns,807
west-virginia-mountaineers,744
kentucky-wildcats,691
syracuse-orange,574
fresno-state-bulldogs,431
mississippi-state-bulldogs,429
utah-utes,417
texas-am-aggies,416
army-west-point-black-knights,261
boise-state-broncos,184
missouri-tigers,170
iowa-state-cyclones,142
northwestern-wildcats,138
utah-state-aggies,106
north-carolina-state-wolfpack,69
cincinnati-bearcats,49
stanford-cardinal,38
appalachian-state-mountaineers,28
uab-blazers,6
iowa-hawkeyes,6
troy-trojans,2
oregon-ducks,2
