Teams,Borda Points
alabama-crimson-tide,1475
clemson-tigers,1406
notre-dame-fighting-irish,1355
lsu-tigers,1282
michigan-wolverines,1208
texas-longhorns,1146
georgia-bulldogs,1099
oklahoma-sooners,1035
ucf-knights,973
florida-gators,966
ohio-state-buckeyes,956
kentucky-wildcats,757
washington-state-cougars,703
washington-huskies,694
texas-am-aggies,646
penn-state-nittany-lions,556
iowa-hawkeyes,527
oregon-ducks,483
wisconsin-badgers,396
south-florida-bulls,332
north-carolina-state-wolfpack,222
utah-utes,211
stanford-cardinal,168
appalachian-state-mountaineers,106
texas-tech-red-raiders,70
san-diego-state-aztecs,67
utah-state-aggies,65
fresno-state-bulldogs,49
miami-fl-hurricanes,43
virginia-cavaliers,34
houston-cougars,28
purdue-boilermakers,25
cincinnati-bearcats,10
michigan-state-spartans,9
auburn-tigers,5
mississippi-state-bulldogs,4
boston-college-eagles,3
uab-blazers,2
