Teams,Borda Points
alabama-crimson-tide,1475
clemson-tigers,1409
notre-dame-fighting-irish,1351
lsu-tigers,1295
michigan-wolverines,1220
georgia-bulldogs,1181
oklahoma-sooners,1115
ohio-state-buckeyes,1004
ucf-knights,1001
washington-state-cougars,919
kentucky-wildcats,889
west-virginia-mountaineers,876
penn-state-nittany-lions,721
florida-gators,721
texas-longhorns,708
utah-utes,584
houston-cougars,406
utah-state-aggies,350
iowa-hawkeyes,335
fresno-state-bulldogs,270
mississippi-state-bulldogs,207
virginia-cavaliers,179
boston-college-eagles,177
texas-am-aggies,141
washington-huskies,125
northwestern-wildcats,91
georgia-southern-eagles,74
cincinnati-bearcats,50
michigan-state-spartans,50
iowa-state-cyclones,47
south-florida-bulls,30
oklahoma-state-cowboys,28
uab-blazers,24
stanford-cardinal,22
wisconsin-badgers,16
oregon-ducks,12
army-west-point-black-knights,9
north-carolina-state-wolfpack,8
auburn-tigers,7
san-diego-state-aztecs,7
california-golden-bears,2
buffalo-bulls,1
