Teams,Borda Points
alabama-crimson-tide,1475
clemson-tigers,1409
notre-dame-fighting-irish,1351
lsu-tigers,1295
michigan-wolverines,1220
georgia-bulldogs,1181
oklahoma-sooners,1115
ohio-state-buckeyes,1004
ucf-knights,1000
washington-state-cougars,919
kentucky-wildcats,889
west-virginia-mountaineers,876
penn-state-nittany-lions,721
florida-gators,721
texas-longhorns,708
utah-utes,583
houston-cougars,402
utah-state-aggies,339
iowa-hawkeyes,326
fresno-state-bulldogs,265
mississippi-state-bulldogs,201
syracuse-orange,189
boston-college-eagles,169
virginia-cavaliers,168
texas-am-aggies,136
washington-huskies,122
northwestern-wildcats,85
cincinnati-bearcats,48
michigan-state-spartans,47
iowa-state-cyclones,44
south-florida-bulls,30
oklahoma-state-cowboys,24
stanford-cardinal,20
uab-blazers,19
wisconsin-badgers,12
oregon-ducks,12
army-west-point-black-knights,7
auburn-tigers,7
north-carolina-state-wolfpack,6
san-diego-state-aztecs,6
buffalo-bulls,2
california-golden-bears,2
