Teams,Borda Points
alabama-crimson-tide,1525
clemson-tigers,1455
notre-dame-fighting-irish,1412
michigan-wolverines,1327
georgia-bulldogs,1288
oklahoma-sooners,1182
washington-state-cougars,1149
ucf-knights,1064
lsu-tigers,1064
ohio-state-buckeyes,1019
texas-longhorns,856
west-virginia-mountaineers,822
florida-gators,708
utah-state-aggies,669
penn-state-nittany-lions,659
washington-huskies,632
kentucky-wildcats,511
utah-utes,492
syracuse-orange,438
northwestern-wildcats,317
boise-state-broncos,298
mississippi-state-bulldogs,269
army-west-point-black-knights,188
iowa-state-cyclones,135
fresno-state-bulldogs,104
north-carolina-state-wolfpack,48
cincinnati-bearcats,45
missouri-tigers,40
texas-am-aggies,31
auburn-tigers,11
stanford-cardinal,11
iowa-hawkeyes,9
uab-blazers,5
houston-cougars,4
wisconsin-badgers,3
troy-trojans,1
buffalo-bulls,1
