Teams,Borda Points
alabama-crimson-tide,1500
clemson-tigers,1435
notre-dame-fighting-irish,1381
michigan-wolverines,1304
georgia-bulldogs,1263
oklahoma-sooners,1181
west-virginia-mountaineers,1065
ohio-state-buckeyes,1025
lsu-tigers,1020
washington-state-cougars,1010
ucf-knights,1001
kentucky-wildcats,780
syracuse-orange,625
utah-state-aggies,586
texas-longhorns,560
fresno-state-bulldogs,506
boston-college-eagles,490
mississippi-state-bulldogs,487
florida-gators,402
washington-huskies,344
penn-state-nittany-lions,279
north-carolina-state-wolfpack,266
iowa-state-cyclones,232
michigan-state-spartans,216
cincinnati-bearcats,142
utah-utes,112
auburn-tigers,94
wisconsin-badgers,37
army-west-point-black-knights,34
northwestern-wildcats,28
iowa-hawkeyes,18
boise-state-broncos,16
purdue-boilermakers,14
buffalo-bulls,11
oregon-ducks,9
san-diego-state-aztecs,6
duke-blue-devils,4
texas-am-aggies,3
houston-cougars,3
texas-tech-red-raiders,2
