Teams,Borda Points
alabama-crimson-tide,1525
clemson-tigers,1460
notre-dame-fighting-irish,1405
oklahoma-sooners,1327
ohio-state-buckeyes,1254
georgia-bulldogs,1247
ucf-knights,1159
michigan-wolverines,1077
washington-huskies,995
florida-gators,908
lsu-tigers,859
washington-state-cougars,856
penn-state-nittany-lions,800
texas-longhorns,791
kentucky-wildcats,676
syracuse-orange,565
fresno-state-bulldogs,426
mississippi-state-bulldogs,424
utah-utes,413
texas-am-aggies,411
army-west-point-black-knights,259
boise-state-broncos,179
missouri-tigers,169
iowa-state-cyclones,140
northwestern-wildcats,137
utah-state-aggies,104
north-carolina-state-wolfpack,68
cincinnati-bearcats,48
stanford-cardinal,38
appalachian-state-mountaineers,28
uab-blazers,6
iowa-hawkeyes,6
troy-trojans,2
oregon-ducks,2
