Teams,Borda Points
alabama-crimson-tide,1525
clemson-tigers,1460
notre-dame-fighting-irish,1405
oklahoma-sooners,1327
ohio-state-buckeyes,1254
georgia-bulldogs,1247
ucf-knights,1159
michigan-wolverines,1076
washington-huskies,992
florida-gators,895
lsu-tigers,847
washington-state-cougars,845
penn-state-nittany-lions,774
texas-longhorns,763
west-virginia-mountaineers,695
kentucky-wildcats,639
syracuse-orange,521
fresno-state-bulldogs,383
mississippi-state-bulldogs,379
utah-utes,370
texas-am-aggies,365
army-west-point-black-knights,222
boise-state-broncos,155
iowa-state-cyclones,121
northwestern-wildcats,116
utah-state-aggies,91
north-carolina-state-wolfpack,58
cincinnati-bearcats,39
stanford-cardinal,32
appalachian-state-mountaineers,21
iowa-hawkeyes,5
uab-blazers,4
oregon-ducks,2
troy-trojans,1
