Teams,Borda Points
alabama-crimson-tide,1474
ohio-state-buckeyes,1409
clemson-tigers,1346
notre-dame-fighting-irish,1312
lsu-tigers,1201
michigan-wolverines,1107
texas-longhorns,1105
georgia-bulldogs,1052
oklahoma-sooners,969
ucf-knights,952
florida-gators,896
oregon-ducks,887
west-virginia-mountaineers,680
kentucky-wildcats,654
washington-huskies,621
north-carolina-state-wolfpack,565
texas-am-aggies,536
penn-state-nittany-lions,504
iowa-hawkeyes,267
south-florida-bulls,241
cincinnati-bearcats,236
mississippi-state-bulldogs,231
wisconsin-badgers,221
michigan-state-spartans,183
washington-state-cougars,129
stanford-cardinal,64
san-diego-state-aztecs,55
usc-trojans,54
appalachian-state-mountaineers,51
colorado-buffaloes,47
miami-fl-hurricanes,41
utah-utes,29
duke-blue-devils,18
fresno-state-bulldogs,8
texas-tech-red-raiders,8
houston-cougars,3
maryland-terrapins,2
virginia-cavaliers,2
