Teams,Borda Points
alabama-crimson-tide,1474
ohio-state-buckeyes,1409
clemson-tigers,1346
notre-dame-fighting-irish,1312
lsu-tigers,1201
michigan-wolverines,1107
texas-longhorns,1105
georgia-bulldogs,1052
oklahoma-sooners,969
ucf-knights,952
florida-gators,896
oregon-ducks,887
west-virginia-mountaineers,680
kentucky-wildcats,654
washington-huskies,622
north-carolina-state-wolfpack,565
texas-am-aggies,536
penn-state-nittany-lions,504
iowa-hawkeyes,265
south-florida-bulls,240
cincinnati-bearcats,237
mississippi-state-bulldogs,234
wisconsin-badgers,222
michigan-state-spartans,185
washington-state-cougars,130
stanford-cardinal,63
usc-trojans,54
appalachian-state-mountaineers,53
colorado-buffaloes,49
utah-state-aggies,40
miami-fl-hurricanes,38
utah-utes,29
duke-blue-devils,18
texas-tech-red-raiders,9
fresno-state-bulldogs,8
maryland-terrapins,3
houston-cougars,3
virginia-cavaliers,2
