Teams,Borda Points
alabama-crimson-tide,1500
clemson-tigers,1435
notre-dame-fighting-irish,1381
michigan-wolverines,1304
georgia-bulldogs,1263
oklahoma-sooners,1181
west-virginia-mountaineers,1066
ohio-state-buckeyes,1026
lsu-tigers,1020
washington-state-cougars,1010
ucf-knights,1001
kentucky-wildcats,793
syracuse-orange,652
texas-longhorns,593
fresno-state-bulldogs,545
boston-college-eagles,529
mississippi-state-bulldogs,519
florida-gators,437
washington-huskies,379
penn-state-nittany-lions,314
north-carolina-state-wolfpack,298
iowa-state-cyclones,261
michigan-state-spartans,244
cincinnati-bearcats,171
utah-utes,134
auburn-tigers,113
army-west-point-black-knights,44
wisconsin-badgers,43
uab-blazers,40
northwestern-wildcats,29
purdue-boilermakers,25
iowa-hawkeyes,24
boise-state-broncos,19
buffalo-bulls,14
oregon-ducks,12
san-diego-state-aztecs,7
houston-cougars,5
duke-blue-devils,4
texas-am-aggies,3
texas-tech-red-raiders,3
