Teams,Borda Points
alabama-crimson-tide,1525
clemson-tigers,1459
notre-dame-fighting-irish,1406
michigan-wolverines,1327
georgia-bulldogs,1288
oklahoma-sooners,1188
west-virginia-mountaineers,1111
washington-state-cougars,1052
ohio-state-buckeyes,1050
lsu-tigers,1019
ucf-knights,985
texas-longhorns,770
utah-state-aggies,731
florida-gators,624
penn-state-nittany-lions,597
washington-huskies,549
iowa-state-cyclones,548
cincinnati-bearcats,395
kentucky-wildcats,391
utah-utes,357
boston-college-eagles,300
boise-state-broncos,186
northwestern-wildcats,169
army-west-point-black-knights,168
mississippi-state-bulldogs,160
uab-blazers,99
fresno-state-bulldogs,81
buffalo-bulls,41
pittsburgh-panthers,39
michigan-state-spartans,39
north-carolina-state-wolfpack,38
duke-blue-devils,25
texas-am-aggies,20
iowa-hawkeyes,9
arizona-state-sun-devils,8
auburn-tigers,4
stanford-cardinal,4
troy-trojans,2
