Teams,Borda Points
alabama-crimson-tide,1521
georgia-bulldogs,1416
clemson-tigers,1405
ohio-state-buckeyes,1357
oklahoma-sooners,1283
lsu-tigers,1241
stanford-cardinal,1055
notre-dame-fighting-irish,1035
auburn-tigers,958
penn-state-nittany-lions,949
washington-huskies,948
west-virginia-mountaineers,847
virginia-tech-hokies,825
mississippi-state-bulldogs,795
oklahoma-state-cowboys,607
ucf-knights,584
wisconsin-badgers,522
michigan-wolverines,481
oregon-ducks,436
miami-fl-hurricanes,401
texas-am-aggies,232
boston-college-eagles,162
michigan-state-spartans,102
boise-state-broncos,89
byu-cougars,86
iowa-hawkeyes,79
duke-blue-devils,79
colorado-buffaloes,66
kentucky-wildcats,52
california-golden-bears,48
south-florida-bulls,18
texas-longhorns,17
north-carolina-state-wolfpack,12
arizona-state-sun-devils,11
missouri-tigers,10
utah-utes,9
north-texas-mean-green,8
san-diego-state-aztecs,8
south-carolina-gamecocks,5
syracuse-orange,3
washington-state-cougars,3
