Teams,Borda Points
alabama-crimson-tide,1500
clemson-tigers,1435
notre-dame-fighting-irish,1381
michigan-wolverines,1304
georgia-bulldogs,1263
oklahoma-sooners,1181
west-virginia-mountaineers,1066
ohio-state-buckeyes,1025
lsu-tigers,1020
washington-state-cougars,1010
ucf-knights,1004
syracuse-orange,675
utah-state-aggies,632
texas-longhorns,610
fresno-state-bulldogs,551
boston-college-eagles,539
mississippi-state-bulldogs,537
florida-gators,455
washington-huskies,387
penn-state-nittany-lions,325
north-carolina-state-wolfpack,303
iowa-state-cyclones,272
michigan-state-spartans,254
cincinnati-bearcats,173
utah-utes,139
auburn-tigers,116
wisconsin-badgers,47
army-west-point-black-knights,44
uab-blazers,40
northwestern-wildcats,32
purdue-boilermakers,26
iowa-hawkeyes,25
boise-state-broncos,19
buffalo-bulls,14
oregon-ducks,12
san-diego-state-aztecs,7
duke-blue-devils,5
houston-cougars,5
texas-am-aggies,4
texas-tech-red-raiders,3
