Teams,Borda Points
alabama-crimson-tide,1521
georgia-bulldogs,1416
clemson-tigers,1405
ohio-state-buckeyes,1357
oklahoma-sooners,1283
lsu-tigers,1241
stanford-cardinal,1055
notre-dame-fighting-irish,1034
auburn-tigers,958
washington-huskies,947
penn-state-nittany-lions,947
west-virginia-mountaineers,841
virginia-tech-hokies,816
mississippi-state-bulldogs,791
oklahoma-state-cowboys,587
ucf-knights,557
tcu-horned-frogs,502
wisconsin-badgers,492
michigan-wolverines,450
oregon-ducks,399
miami-fl-hurricanes,365
texas-am-aggies,195
boston-college-eagles,131
michigan-state-spartans,87
byu-cougars,80
iowa-hawkeyes,64
boise-state-broncos,63
duke-blue-devils,62
colorado-buffaloes,51
kentucky-wildcats,41
south-florida-bulls,15
texas-longhorns,12
north-carolina-state-wolfpack,10
arizona-state-sun-devils,9
missouri-tigers,8
utah-utes,6
san-diego-state-aztecs,5
north-texas-mean-green,4
south-carolina-gamecocks,4
washington-state-cougars,3
syracuse-orange,2
