Teams,Borda Points
alabama-crimson-tide,1521
georgia-bulldogs,1416
clemson-tigers,1405
ohio-state-buckeyes,1357
oklahoma-sooners,1283
lsu-tigers,1241
stanford-cardinal,1055
notre-dame-fighting-irish,1034
auburn-tigers,958
washington-huskies,947
penn-state-nittany-lions,947
west-virginia-mountaineers,841
virginia-tech-hokies,816
mississippi-state-bulldogs,790
oklahoma-state-cowboys,587
ucf-knights,556
tcu-horned-frogs,503
wisconsin-badgers,488
michigan-wolverines,448
oregon-ducks,400
miami-fl-hurricanes,363
texas-am-aggies,194
boston-college-eagles,132
michigan-state-spartans,89
byu-cougars,76
iowa-hawkeyes,66
boise-state-broncos,65
duke-blue-devils,62
colorado-buffaloes,50
california-golden-bears,41
south-florida-bulls,14
texas-longhorns,12
north-carolina-state-wolfpack,10
arizona-state-sun-devils,10
missouri-tigers,8
utah-utes,6
san-diego-state-aztecs,6
north-texas-mean-green,4
south-carolina-gamecocks,4
syracuse-orange,2
washington-state-cougars,2
