Teams,Borda Points
alabama-crimson-tide,1525
clemson-tigers,1458
notre-dame-fighting-irish,1409
georgia-bulldogs,1336
oklahoma-sooners,1266
ohio-state-buckeyes,1229
ucf-knights,1146
michigan-wolverines,1059
texas-longhorns,960
washington-huskies,898
florida-gators,877
lsu-tigers,820
washington-state-cougars,819
penn-state-nittany-lions,752
west-virginia-mountaineers,675
kentucky-wildcats,604
utah-utes,537
syracuse-orange,479
boise-state-broncos,417
mississippi-state-bulldogs,335
northwestern-wildcats,331
texas-am-aggies,294
iowa-state-cyclones,134
fresno-state-bulldogs,116
utah-state-aggies,100
missouri-tigers,98
north-carolina-state-wolfpack,43
cincinnati-bearcats,36
stanford-cardinal,11
iowa-hawkeyes,6
appalachian-state-mountaineers,2
buffalo-bulls,2
oregon-ducks,1
