Teams,Borda Points
alabama-crimson-tide,1525
clemson-tigers,1458
notre-dame-fighting-irish,1409
georgia-bulldogs,1336
oklahoma-sooners,1266
ohio-state-buckeyes,1229
ucf-knights,1146
michigan-wolverines,1058
texas-longhorns,959
washington-huskies,899
florida-gators,876
washington-state-cougars,820
lsu-tigers,819
penn-state-nittany-lions,753
west-virginia-mountaineers,679
kentucky-wildcats,605
utah-utes,550
syracuse-orange,492
boise-state-broncos,433
northwestern-wildcats,347
texas-am-aggies,322
army-west-point-black-knights,203
iowa-state-cyclones,139
fresno-state-bulldogs,123
utah-state-aggies,111
missouri-tigers,109
north-carolina-state-wolfpack,43
cincinnati-bearcats,38
stanford-cardinal,12
iowa-hawkeyes,6
oregon-ducks,2
appalachian-state-mountaineers,1
buffalo-bulls,1
