Season,Week,Combo,Rankings,ab,a>b,b>a,bc,b>c,c>b,cd,c>d,d>c,de,d>e,e>d,ea,e>a,a>e
2021,2,"coastal-carolina-chanticleers, ole-miss-rebels, utah-utes, virginia-tech-hokies, wisconsin-badgers","17, 20, 21, 19, 18",(coastal-carolina-chanticleers ole-miss-rebels),30,32,(ole-miss-rebels utah-utes),30,31,(utah-utes virginia-tech-hokies),28,33,(virginia-tech-hokies wisconsin-badgers),30,33,(wisconsin-badgers coastal-carolina-chanticleers),31,32
