Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2019,1,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,ohio-state-buckeyes,lsu-tigers,notre-dame-fighting-irish,florida-gators,texas-longhorns,michigan-wolverines,texas-am-aggies,washington-huskies,penn-state-nittany-lions,oregon-ducks,auburn-tigers,utah-utes,ucf-knights,wisconsin-badgers,syracuse-orange,washington-state-cougars,iowa-hawkeyes,stanford-cardinal,michigan-state-spartans,iowa-state-cyclones,nebraska-cornhuskers
adam-zucker,2019,1,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,ohio-state-buckeyes,oklahoma-sooners,lsu-tigers,michigan-wolverines,notre-dame-fighting-irish,utah-utes,washington-huskies,penn-state-nittany-lions,texas-longhorns,texas-am-aggies,oregon-ducks,auburn-tigers,florida-gators,miami-fl-hurricanes,iowa-state-cyclones,michigan-state-spartans,syracuse-orange,iowa-hawkeyes,ucf-knights,washington-state-cougars,stanford-cardinal,army-west-point-black-knights
alex-schiffer,2019,1,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,lsu-tigers,ohio-state-buckeyes,michigan-wolverines,texas-longhorns,notre-dame-fighting-irish,florida-gators,washington-huskies,utah-utes,penn-state-nittany-lions,oregon-ducks,texas-am-aggies,iowa-hawkeyes,auburn-tigers,ucf-knights,michigan-state-spartans,missouri-tigers,wisconsin-badgers,washington-state-cougars,stanford-cardinal,nebraska-cornhuskers,northwestern-wildcats
andy-greder,2019,1,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,lsu-tigers,notre-dame-fighting-irish,michigan-wolverines,florida-gators,ohio-state-buckeyes,washington-huskies,oregon-ducks,texas-am-aggies,penn-state-nittany-lions,auburn-tigers,texas-longhorns,utah-utes,michigan-state-spartans,iowa-hawkeyes,iowa-state-cyclones,washington-state-cougars,stanford-cardinal,ucf-knights,nebraska-cornhuskers,cincinnati-bearcats,minnesota-golden-gophers
audrey-dahlgren,2019,1,clemson-tigers,alabama-crimson-tide,oklahoma-sooners,georgia-bulldogs,lsu-tigers,ohio-state-buckeyes,notre-dame-fighting-irish,florida-gators,michigan-wolverines,texas-longhorns,texas-am-aggies,washington-huskies,oregon-ducks,penn-state-nittany-lions,utah-utes,ucf-knights,michigan-state-spartans,wisconsin-badgers,iowa-hawkeyes,washington-state-cougars,stanford-cardinal,iowa-state-cyclones,northwestern-wildcats,minnesota-golden-gophers,tcu-horned-frogs
bob-asmussen,2019,1,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,ohio-state-buckeyes,texas-longhorns,florida-gators,oklahoma-sooners,texas-am-aggies,oregon-ducks,lsu-tigers,ucf-knights,notre-dame-fighting-irish,michigan-wolverines,penn-state-nittany-lions,utah-utes,michigan-state-spartans,washington-huskies,syracuse-orange,iowa-hawkeyes,auburn-tigers,iowa-state-cyclones,washington-state-cougars,stanford-cardinal,mississippi-state-bulldogs,army-west-point-black-knights
brett-mcmurphy,2019,1,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,oklahoma-sooners,michigan-wolverines,ohio-state-buckeyes,lsu-tigers,notre-dame-fighting-irish,utah-utes,florida-gators,oregon-ducks,texas-am-aggies,auburn-tigers,texas-longhorns,penn-state-nittany-lions,mississippi-state-bulldogs,michigan-state-spartans,iowa-state-cyclones,washington-huskies,wisconsin-badgers,missouri-tigers,nebraska-cornhuskers,northwestern-wildcats,memphis-tigers,army-west-point-black-knights
brian-howell,2019,1,clemson-tigers,alabama-crimson-tide,oklahoma-sooners,georgia-bulldogs,ohio-state-buckeyes,lsu-tigers,michigan-wolverines,notre-dame-fighting-irish,oregon-ducks,florida-gators,washington-huskies,texas-longhorns,utah-utes,texas-am-aggies,michigan-state-spartans,ucf-knights,wisconsin-badgers,iowa-state-cyclones,stanford-cardinal,penn-state-nittany-lions,washington-state-cougars,missouri-tigers,virginia-tech-hokies,cincinnati-bearcats,virginia-cavaliers
brooks-kubena,2019,1,clemson-tigers,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,oklahoma-sooners,lsu-tigers,florida-gators,notre-dame-fighting-irish,texas-longhorns,texas-am-aggies,michigan-wolverines,washington-huskies,utah-utes,washington-state-cougars,oregon-ducks,penn-state-nittany-lions,ucf-knights,army-west-point-black-knights,auburn-tigers,syracuse-orange,wisconsin-badgers,michigan-state-spartans,iowa-state-cyclones,stanford-cardinal,missouri-tigers
bryce-miller,2019,1,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,ohio-state-buckeyes,oklahoma-sooners,texas-longhorns,michigan-wolverines,lsu-tigers,florida-gators,notre-dame-fighting-irish,penn-state-nittany-lions,texas-am-aggies,oregon-ducks,washington-huskies,utah-utes,iowa-hawkeyes,auburn-tigers,wisconsin-badgers,ucf-knights,mississippi-state-bulldogs,michigan-state-spartans,nebraska-cornhuskers,virginia-tech-hokies,iowa-state-cyclones,boise-state-broncos
