Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2019,13,lsu-tigers,clemson-tigers,ohio-state-buckeyes,georgia-bulldogs,oregon-ducks,alabama-crimson-tide,oklahoma-sooners,utah-utes,florida-gators,wisconsin-badgers,minnesota-golden-gophers,penn-state-nittany-lions,michigan-wolverines,notre-dame-fighting-irish,baylor-bears,cincinnati-bearcats,boise-state-broncos,memphis-tigers,iowa-hawkeyes,southern-methodist-mustangs,auburn-tigers,virginia-cavaliers,pittsburgh-panthers,appalachian-state-mountaineers,oklahoma-state-cowboys
adam-zucker,2019,13,lsu-tigers,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,oregon-ducks,alabama-crimson-tide,utah-utes,oklahoma-sooners,minnesota-golden-gophers,penn-state-nittany-lions,florida-gators,wisconsin-badgers,michigan-wolverines,baylor-bears,auburn-tigers,notre-dame-fighting-irish,texas-am-aggies,iowa-hawkeyes,memphis-tigers,boise-state-broncos,southern-methodist-mustangs,oklahoma-state-cowboys,cincinnati-bearcats,appalachian-state-mountaineers,north-dakota-state-bison
andy-greder,2019,13,lsu-tigers,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,oklahoma-sooners,oregon-ducks,utah-utes,minnesota-golden-gophers,florida-gators,penn-state-nittany-lions,cincinnati-bearcats,michigan-wolverines,baylor-bears,auburn-tigers,notre-dame-fighting-irish,wisconsin-badgers,iowa-hawkeyes,memphis-tigers,boise-state-broncos,southern-methodist-mustangs,oklahoma-state-cowboys,indiana-hoosiers,appalachian-state-mountaineers,virginia-tech-hokies
audrey-dahlgren,2019,13,lsu-tigers,ohio-state-buckeyes,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,utah-utes,penn-state-nittany-lions,oklahoma-sooners,minnesota-golden-gophers,florida-gators,michigan-wolverines,wisconsin-badgers,notre-dame-fighting-irish,baylor-bears,auburn-tigers,cincinnati-bearcats,memphis-tigers,iowa-hawkeyes,boise-state-broncos,southern-methodist-mustangs,appalachian-state-mountaineers,oklahoma-state-cowboys,indiana-hoosiers,navy-midshipmen
blair-kerkhoff,2019,13,lsu-tigers,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,oregon-ducks,utah-utes,oklahoma-sooners,minnesota-golden-gophers,penn-state-nittany-lions,florida-gators,baylor-bears,auburn-tigers,michigan-wolverines,wisconsin-badgers,notre-dame-fighting-irish,iowa-hawkeyes,cincinnati-bearcats,memphis-tigers,boise-state-broncos,oklahoma-state-cowboys,southern-methodist-mustangs,appalachian-state-mountaineers,texas-am-aggies,iowa-state-cyclones
bob-asmussen,2019,13,lsu-tigers,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,oklahoma-sooners,oregon-ducks,utah-utes,minnesota-golden-gophers,penn-state-nittany-lions,florida-gators,baylor-bears,michigan-wolverines,notre-dame-fighting-irish,wisconsin-badgers,cincinnati-bearcats,boise-state-broncos,iowa-hawkeyes,memphis-tigers,auburn-tigers,southern-methodist-mustangs,appalachian-state-mountaineers,oklahoma-state-cowboys,indiana-hoosiers,texas-am-aggies
brett-mcmurphy,2019,13,lsu-tigers,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,utah-utes,oregon-ducks,alabama-crimson-tide,oklahoma-sooners,penn-state-nittany-lions,florida-gators,minnesota-golden-gophers,baylor-bears,wisconsin-badgers,michigan-wolverines,auburn-tigers,cincinnati-bearcats,boise-state-broncos,memphis-tigers,notre-dame-fighting-irish,iowa-hawkeyes,southern-methodist-mustangs,oklahoma-state-cowboys,appalachian-state-mountaineers,virginia-tech-hokies,air-force-falcons
brian-howell,2019,13,lsu-tigers,clemson-tigers,ohio-state-buckeyes,oregon-ducks,alabama-crimson-tide,utah-utes,georgia-bulldogs,oklahoma-sooners,minnesota-golden-gophers,penn-state-nittany-lions,baylor-bears,florida-gators,michigan-wolverines,cincinnati-bearcats,notre-dame-fighting-irish,memphis-tigers,wisconsin-badgers,iowa-hawkeyes,auburn-tigers,southern-methodist-mustangs,boise-state-broncos,appalachian-state-mountaineers,virginia-tech-hokies,texas-am-aggies,air-force-falcons
brooks-kubena,2019,13,lsu-tigers,ohio-state-buckeyes,clemson-tigers,georgia-bulldogs,oregon-ducks,oklahoma-sooners,alabama-crimson-tide,penn-state-nittany-lions,utah-utes,florida-gators,michigan-wolverines,baylor-bears,minnesota-golden-gophers,memphis-tigers,auburn-tigers,wisconsin-badgers,iowa-hawkeyes,notre-dame-fighting-irish,boise-state-broncos,appalachian-state-mountaineers,cincinnati-bearcats,southern-methodist-mustangs,texas-am-aggies,virginia-tech-hokies,oklahoma-state-cowboys
bryce-miller,2019,13,ohio-state-buckeyes,lsu-tigers,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,oregon-ducks,utah-utes,penn-state-nittany-lions,florida-gators,michigan-wolverines,oklahoma-sooners,baylor-bears,auburn-tigers,notre-dame-fighting-irish,wisconsin-badgers,iowa-hawkeyes,minnesota-golden-gophers,cincinnati-bearcats,boise-state-broncos,memphis-tigers,southern-methodist-mustangs,oklahoma-state-cowboys,texas-am-aggies,indiana-hoosiers,appalachian-state-mountaineers
