Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2019,17,lsu-tigers,clemson-tigers,ohio-state-buckeyes,georgia-bulldogs,oklahoma-sooners,oregon-ducks,florida-gators,alabama-crimson-tide,minnesota-golden-gophers,penn-state-nittany-lions,notre-dame-fighting-irish,wisconsin-badgers,utah-utes,memphis-tigers,iowa-hawkeyes,baylor-bears,auburn-tigers,cincinnati-bearcats,michigan-wolverines,appalachian-state-mountaineers,navy-midshipmen,boise-state-broncos,air-force-falcons,texas-longhorns,ucf-knights
adam-zucker,2019,17,lsu-tigers,ohio-state-buckeyes,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,oregon-ducks,florida-gators,oklahoma-sooners,wisconsin-badgers,minnesota-golden-gophers,penn-state-nittany-lions,auburn-tigers,baylor-bears,michigan-wolverines,utah-utes,notre-dame-fighting-irish,iowa-hawkeyes,appalachian-state-mountaineers,navy-midshipmen,southern-methodist-mustangs,boise-state-broncos,memphis-tigers,air-force-falcons,tennessee-volunteers,north-dakota-state-bison
andy-greder,2019,17,lsu-tigers,clemson-tigers,ohio-state-buckeyes,georgia-bulldogs,oregon-ducks,florida-gators,baylor-bears,wisconsin-badgers,oklahoma-sooners,alabama-crimson-tide,minnesota-golden-gophers,auburn-tigers,penn-state-nittany-lions,iowa-hawkeyes,notre-dame-fighting-irish,michigan-wolverines,memphis-tigers,appalachian-state-mountaineers,navy-midshipmen,cincinnati-bearcats,boise-state-broncos,utah-utes,air-force-falcons,ucf-knights,texas-am-aggies
audrey-dahlgren,2019,17,lsu-tigers,clemson-tigers,ohio-state-buckeyes,oklahoma-sooners,georgia-bulldogs,florida-gators,oregon-ducks,wisconsin-badgers,alabama-crimson-tide,penn-state-nittany-lions,baylor-bears,notre-dame-fighting-irish,minnesota-golden-gophers,auburn-tigers,memphis-tigers,michigan-wolverines,iowa-hawkeyes,utah-utes,appalachian-state-mountaineers,boise-state-broncos,navy-midshipmen,cincinnati-bearcats,air-force-falcons,usc-trojans,texas-am-aggies
blair-kerkhoff,2019,17,lsu-tigers,clemson-tigers,ohio-state-buckeyes,georgia-bulldogs,oregon-ducks,florida-gators,alabama-crimson-tide,oklahoma-sooners,penn-state-nittany-lions,wisconsin-badgers,minnesota-golden-gophers,notre-dame-fighting-irish,michigan-wolverines,iowa-hawkeyes,auburn-tigers,baylor-bears,appalachian-state-mountaineers,utah-utes,memphis-tigers,navy-midshipmen,cincinnati-bearcats,air-force-falcons,tennessee-volunteers,boise-state-broncos,texas-longhorns
bob-asmussen,2019,17,lsu-tigers,clemson-tigers,ohio-state-buckeyes,oregon-ducks,georgia-bulldogs,oklahoma-sooners,alabama-crimson-tide,florida-gators,minnesota-golden-gophers,penn-state-nittany-lions,notre-dame-fighting-irish,baylor-bears,iowa-hawkeyes,wisconsin-badgers,navy-midshipmen,utah-utes,appalachian-state-mountaineers,auburn-tigers,michigan-wolverines,air-force-falcons,memphis-tigers,boise-state-broncos,cincinnati-bearcats,ucf-knights,louisiana-tech-bulldogs
brett-mcmurphy,2019,17,lsu-tigers,clemson-tigers,ohio-state-buckeyes,georgia-bulldogs,oregon-ducks,oklahoma-sooners,florida-gators,penn-state-nittany-lions,alabama-crimson-tide,minnesota-golden-gophers,notre-dame-fighting-irish,wisconsin-badgers,iowa-hawkeyes,auburn-tigers,baylor-bears,utah-utes,appalachian-state-mountaineers,memphis-tigers,cincinnati-bearcats,navy-midshipmen,air-force-falcons,arizona-state-sun-devils,texas-am-aggies,texas-longhorns,michigan-wolverines
brian-howell,2019,17,lsu-tigers,clemson-tigers,ohio-state-buckeyes,oregon-ducks,georgia-bulldogs,alabama-crimson-tide,florida-gators,oklahoma-sooners,notre-dame-fighting-irish,minnesota-golden-gophers,penn-state-nittany-lions,auburn-tigers,wisconsin-badgers,iowa-hawkeyes,utah-utes,appalachian-state-mountaineers,memphis-tigers,baylor-bears,cincinnati-bearcats,navy-midshipmen,boise-state-broncos,air-force-falcons,michigan-wolverines,texas-longhorns,ucf-knights
brooks-kubena,2019,17,lsu-tigers,clemson-tigers,ohio-state-buckeyes,oregon-ducks,georgia-bulldogs,florida-gators,alabama-crimson-tide,minnesota-golden-gophers,penn-state-nittany-lions,oklahoma-sooners,baylor-bears,notre-dame-fighting-irish,wisconsin-badgers,iowa-hawkeyes,auburn-tigers,michigan-wolverines,cincinnati-bearcats,utah-utes,navy-midshipmen,appalachian-state-mountaineers,virginia-cavaliers,memphis-tigers,florida-atlantic-owls,air-force-falcons,texas-longhorns
bryce-miller,2019,17,lsu-tigers,clemson-tigers,ohio-state-buckeyes,georgia-bulldogs,florida-gators,alabama-crimson-tide,oklahoma-sooners,oregon-ducks,penn-state-nittany-lions,notre-dame-fighting-irish,minnesota-golden-gophers,baylor-bears,wisconsin-badgers,iowa-hawkeyes,memphis-tigers,auburn-tigers,navy-midshipmen,michigan-wolverines,utah-utes,appalachian-state-mountaineers,boise-state-broncos,air-force-falcons,cincinnati-bearcats,ucf-knights,san-diego-state-aztecs
