Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2019,5,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,lsu-tigers,ohio-state-buckeyes,auburn-tigers,florida-gators,texas-longhorns,notre-dame-fighting-irish,wisconsin-badgers,penn-state-nittany-lions,oregon-ducks,michigan-wolverines,utah-utes,texas-am-aggies,washington-huskies,ucf-knights,virginia-cavaliers,iowa-hawkeyes,boise-state-broncos,california-golden-bears,usc-trojans,washington-state-cougars,southern-methodist-mustangs
adam-zucker,2019,5,clemson-tigers,alabama-crimson-tide,ohio-state-buckeyes,lsu-tigers,georgia-bulldogs,oklahoma-sooners,auburn-tigers,wisconsin-badgers,florida-gators,notre-dame-fighting-irish,oregon-ducks,penn-state-nittany-lions,iowa-hawkeyes,texas-longhorns,boise-state-broncos,california-golden-bears,michigan-state-spartans,washington-huskies,usc-trojans,kansas-state-wildcats,utah-utes,virginia-cavaliers,ucf-knights,michigan-wolverines,army-west-point-black-knights
alex-schiffer,2019,5,clemson-tigers,lsu-tigers,georgia-bulldogs,alabama-crimson-tide,oklahoma-sooners,auburn-tigers,ohio-state-buckeyes,florida-gators,texas-longhorns,notre-dame-fighting-irish,penn-state-nittany-lions,wisconsin-badgers,oregon-ducks,iowa-hawkeyes,michigan-wolverines,utah-utes,boise-state-broncos,virginia-cavaliers,washington-huskies,texas-am-aggies,ucf-knights,kansas-state-wildcats,california-golden-bears,southern-methodist-mustangs,wake-forest-demon-deacons
andy-greder,2019,5,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,lsu-tigers,oklahoma-sooners,auburn-tigers,ohio-state-buckeyes,notre-dame-fighting-irish,texas-longhorns,wisconsin-badgers,oregon-ducks,texas-am-aggies,iowa-hawkeyes,florida-gators,penn-state-nittany-lions,boise-state-broncos,california-golden-bears,washington-huskies,army-west-point-black-knights,oklahoma-state-cowboys,usc-trojans,utah-utes,michigan-wolverines,kansas-state-wildcats,virginia-cavaliers
audrey-dahlgren,2019,5,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,auburn-tigers,lsu-tigers,ohio-state-buckeyes,oklahoma-sooners,notre-dame-fighting-irish,wisconsin-badgers,texas-longhorns,florida-gators,oregon-ducks,iowa-hawkeyes,penn-state-nittany-lions,boise-state-broncos,virginia-cavaliers,washington-huskies,california-golden-bears,utah-utes,texas-am-aggies,ucf-knights,washington-state-cougars,wake-forest-demon-deacons,michigan-state-spartans,michigan-wolverines
bob-asmussen,2019,5,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,ohio-state-buckeyes,lsu-tigers,oklahoma-sooners,florida-gators,auburn-tigers,wisconsin-badgers,texas-longhorns,notre-dame-fighting-irish,penn-state-nittany-lions,iowa-hawkeyes,oregon-ducks,california-golden-bears,boise-state-broncos,washington-huskies,utah-utes,kansas-state-wildcats,virginia-cavaliers,michigan-state-spartans,michigan-wolverines,army-west-point-black-knights,ucf-knights,usc-trojans
brett-mcmurphy,2019,5,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,lsu-tigers,oklahoma-sooners,ohio-state-buckeyes,auburn-tigers,wisconsin-badgers,florida-gators,notre-dame-fighting-irish,texas-longhorns,california-golden-bears,penn-state-nittany-lions,oregon-ducks,iowa-hawkeyes,texas-am-aggies,memphis-tigers,boise-state-broncos,virginia-cavaliers,usc-trojans,washington-huskies,kansas-state-wildcats,utah-utes,southern-methodist-mustangs,wake-forest-demon-deacons
brian-howell,2019,5,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,oklahoma-sooners,ohio-state-buckeyes,lsu-tigers,florida-gators,auburn-tigers,wisconsin-badgers,notre-dame-fighting-irish,texas-longhorns,oregon-ducks,penn-state-nittany-lions,california-golden-bears,washington-huskies,michigan-wolverines,virginia-cavaliers,boise-state-broncos,usc-trojans,utah-utes,iowa-hawkeyes,ucf-knights,michigan-state-spartans,southern-methodist-mustangs,colorado-buffaloes
brooks-kubena,2019,5,clemson-tigers,georgia-bulldogs,alabama-crimson-tide,lsu-tigers,ohio-state-buckeyes,auburn-tigers,wisconsin-badgers,oklahoma-sooners,florida-gators,texas-longhorns,penn-state-nittany-lions,notre-dame-fighting-irish,oregon-ducks,washington-huskies,utah-utes,texas-am-aggies,iowa-hawkeyes,california-golden-bears,michigan-wolverines,kansas-state-wildcats,boise-state-broncos,washington-state-cougars,virginia-cavaliers,usc-trojans,southern-methodist-mustangs
bryce-miller,2019,5,clemson-tigers,alabama-crimson-tide,ohio-state-buckeyes,georgia-bulldogs,oklahoma-sooners,lsu-tigers,texas-longhorns,florida-gators,penn-state-nittany-lions,notre-dame-fighting-irish,wisconsin-badgers,auburn-tigers,washington-huskies,iowa-hawkeyes,oregon-ducks,california-golden-bears,ucf-knights,virginia-cavaliers,texas-am-aggies,oklahoma-state-cowboys,usc-trojans,utah-utes,memphis-tigers,kansas-state-wildcats,boise-state-broncos
chadd-cripe,2019,5,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,lsu-tigers,auburn-tigers,ohio-state-buckeyes,wisconsin-badgers,oklahoma-sooners,florida-gators,oregon-ducks,notre-dame-fighting-irish,texas-longhorns,california-golden-bears,penn-state-nittany-lions,iowa-hawkeyes,boise-state-broncos,washington-huskies,usc-trojans,utah-utes,virginia-cavaliers,kansas-state-wildcats,ucf-knights,wake-forest-demon-deacons,appalachian-state-mountaineers,southern-methodist-mustangs
chris-murray,2019,5,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,lsu-tigers,auburn-tigers,ohio-state-buckeyes,oklahoma-sooners,wisconsin-badgers,florida-gators,texas-longhorns,notre-dame-fighting-irish,penn-state-nittany-lions,iowa-hawkeyes,oregon-ducks,california-golden-bears,boise-state-broncos,virginia-cavaliers,washington-huskies,kansas-state-wildcats,usc-trojans,utah-utes,wake-forest-demon-deacons,southern-methodist-mustangs,ucf-knights,michigan-wolverines
chuck-carlton,2019,5,clemson-tigers,alabama-crimson-tide,georgia-bulldogs,lsu-tigers,oklahoma-sooners,ohio-state-buckeyes,auburn-tigers,wisconsin-badgers,florida-gators,notre-dame-fighting-irish,texas-longhorns,oregon-ducks,penn-state-nittany-lions,california-golden-bears,iowa-hawkeyes,washington-huskies,utah-utes,boise-state-broncos,virginia-cavaliers,michigan-state-spartans,ucf-knights,kansas-state-wildcats,usc-trojans,texas-am-aggies,southern-methodist-mustangs
