Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2018,11,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,oklahoma-sooners,west-virginia-mountaineers,ucf-knights,ohio-state-buckeyes,washington-state-cougars,lsu-tigers,texas-longhorns,fresno-state-bulldogs,kentucky-wildcats,florida-gators,utah-state-aggies,syracuse-orange,cincinnati-bearcats,north-carolina-state-wolfpack,boston-college-eagles,penn-state-nittany-lions,iowa-state-cyclones,mississippi-state-bulldogs,michigan-state-spartans,washington-huskies
adam-jude,2018,11,alabama-crimson-tide,clemson-tigers,georgia-bulldogs,notre-dame-fighting-irish,michigan-wolverines,lsu-tigers,oklahoma-sooners,washington-state-cougars,ohio-state-buckeyes,west-virginia-mountaineers,ucf-knights,kentucky-wildcats,syracuse-orange,fresno-state-bulldogs,utah-state-aggies,texas-longhorns,boston-college-eagles,mississippi-state-bulldogs,washington-huskies,florida-gators,penn-state-nittany-lions,north-carolina-state-wolfpack,utah-utes,michigan-state-spartans,purdue-boilermakers
andy-greder,2018,11,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,oklahoma-sooners,west-virginia-mountaineers,lsu-tigers,ohio-state-buckeyes,washington-state-cougars,ucf-knights,kentucky-wildcats,utah-state-aggies,fresno-state-bulldogs,boston-college-eagles,syracuse-orange,mississippi-state-bulldogs,texas-longhorns,penn-state-nittany-lions,florida-gators,washington-huskies,north-carolina-state-wolfpack,iowa-state-cyclones,cincinnati-bearcats,purdue-boilermakers
ben-jones,2018,11,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,oklahoma-sooners,ohio-state-buckeyes,lsu-tigers,west-virginia-mountaineers,ucf-knights,washington-state-cougars,syracuse-orange,kentucky-wildcats,north-carolina-state-wolfpack,mississippi-state-bulldogs,boston-college-eagles,penn-state-nittany-lions,florida-gators,texas-longhorns,utah-utes,fresno-state-bulldogs,duke-blue-devils,michigan-state-spartans,iowa-hawkeyes,utah-state-aggies
blake-toppmeyer,2018,11,alabama-crimson-tide,notre-dame-fighting-irish,clemson-tigers,michigan-wolverines,lsu-tigers,georgia-bulldogs,oklahoma-sooners,ucf-knights,washington-state-cougars,west-virginia-mountaineers,ohio-state-buckeyes,kentucky-wildcats,utah-state-aggies,mississippi-state-bulldogs,iowa-state-cyclones,texas-longhorns,fresno-state-bulldogs,michigan-state-spartans,penn-state-nittany-lions,florida-gators,syracuse-orange,auburn-tigers,washington-huskies,north-carolina-state-wolfpack,purdue-boilermakers
bob-asmussen,2018,11,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,ucf-knights,west-virginia-mountaineers,oklahoma-sooners,ohio-state-buckeyes,lsu-tigers,washington-state-cougars,fresno-state-bulldogs,utah-state-aggies,kentucky-wildcats,syracuse-orange,boston-college-eagles,cincinnati-bearcats,washington-huskies,mississippi-state-bulldogs,florida-gators,texas-longhorns,michigan-state-spartans,penn-state-nittany-lions,auburn-tigers,utah-utes
brandon-marcello,2018,11,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,georgia-bulldogs,michigan-wolverines,oklahoma-sooners,washington-state-cougars,west-virginia-mountaineers,lsu-tigers,ucf-knights,ohio-state-buckeyes,kentucky-wildcats,syracuse-orange,fresno-state-bulldogs,utah-state-aggies,texas-longhorns,mississippi-state-bulldogs,boston-college-eagles,north-carolina-state-wolfpack,penn-state-nittany-lions,florida-gators,iowa-state-cyclones,utah-utes,washington-huskies,uab-blazers
brent-axe,2018,11,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,georgia-bulldogs,michigan-wolverines,oklahoma-sooners,west-virginia-mountaineers,lsu-tigers,ohio-state-buckeyes,ucf-knights,washington-state-cougars,kentucky-wildcats,syracuse-orange,utah-state-aggies,boston-college-eagles,fresno-state-bulldogs,florida-gators,mississippi-state-bulldogs,texas-longhorns,washington-huskies,michigan-state-spartans,penn-state-nittany-lions,iowa-state-cyclones,cincinnati-bearcats,purdue-boilermakers
brett-mcmurphy,2018,11,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,washington-state-cougars,west-virginia-mountaineers,oklahoma-sooners,ohio-state-buckeyes,lsu-tigers,ucf-knights,mississippi-state-bulldogs,utah-state-aggies,fresno-state-bulldogs,kentucky-wildcats,texas-longhorns,syracuse-orange,boston-college-eagles,uab-blazers,iowa-state-cyclones,washington-huskies,army-west-point-black-knights,utah-utes,iowa-hawkeyes,florida-gators
brian-howell,2018,11,alabama-crimson-tide,notre-dame-fighting-irish,clemson-tigers,michigan-wolverines,georgia-bulldogs,oklahoma-sooners,ohio-state-buckeyes,lsu-tigers,west-virginia-mountaineers,washington-state-cougars,ucf-knights,texas-longhorns,kentucky-wildcats,mississippi-state-bulldogs,syracuse-orange,north-carolina-state-wolfpack,utah-state-aggies,florida-gators,fresno-state-bulldogs,washington-huskies,penn-state-nittany-lions,utah-utes,iowa-state-cyclones,michigan-state-spartans,boston-college-eagles
chris-murray,2018,11,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,oklahoma-sooners,west-virginia-mountaineers,ohio-state-buckeyes,lsu-tigers,washington-state-cougars,ucf-knights,kentucky-wildcats,texas-longhorns,florida-gators,penn-state-nittany-lions,utah-state-aggies,fresno-state-bulldogs,syracuse-orange,auburn-tigers,north-carolina-state-wolfpack,boston-college-eagles,cincinnati-bearcats,washington-huskies,mississippi-state-bulldogs,utah-utes
chris-solari,2018,11,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,lsu-tigers,oklahoma-sooners,ohio-state-buckeyes,ucf-knights,west-virginia-mountaineers,washington-state-cougars,utah-state-aggies,texas-longhorns,penn-state-nittany-lions,washington-huskies,north-carolina-state-wolfpack,kentucky-wildcats,syracuse-orange,florida-gators,boston-college-eagles,mississippi-state-bulldogs,fresno-state-bulldogs,wisconsin-badgers,iowa-hawkeyes,iowa-state-cyclones
chuck-carlton,2018,11,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,oklahoma-sooners,west-virginia-mountaineers,lsu-tigers,washington-state-cougars,ucf-knights,ohio-state-buckeyes,kentucky-wildcats,boston-college-eagles,syracuse-orange,utah-state-aggies,fresno-state-bulldogs,florida-gators,mississippi-state-bulldogs,washington-huskies,texas-longhorns,north-carolina-state-wolfpack,utah-utes,michigan-state-spartans,iowa-state-cyclones,cincinnati-bearcats
conor-oneill,2018,11,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,ucf-knights,oklahoma-sooners,ohio-state-buckeyes,washington-state-cougars,west-virginia-mountaineers,lsu-tigers,boston-college-eagles,fresno-state-bulldogs,syracuse-orange,kentucky-wildcats,utah-state-aggies,north-carolina-state-wolfpack,iowa-state-cyclones,boise-state-broncos,penn-state-nittany-lions,oregon-ducks,texas-longhorns,florida-gators,army-west-point-black-knights,auburn-tigers
