aaron-mcmann,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,oklahoma-sooners,ohio-state-buckeyes,georgia-bulldogs,ucf-knights,michigan-wolverines,florida-gators,washington-huskies,penn-state-nittany-lions,washington-state-cougars,lsu-tigers,kentucky-wildcats,syracuse-orange,west-virginia-mountaineers,texas-longhorns,texas-am-aggies,fresno-state-bulldogs,cincinnati-bearcats,north-carolina-state-wolfpack,mississippi-state-bulldogs,boise-state-broncos,iowa-state-cyclones,army-west-point-black-knights
adam-jude,2018,15,alabama-crimson-tide,clemson-tigers,oklahoma-sooners,notre-dame-fighting-irish,georgia-bulldogs,ohio-state-buckeyes,ucf-knights,michigan-wolverines,washington-huskies,washington-state-cougars,texas-longhorns,lsu-tigers,florida-gators,west-virginia-mountaineers,utah-utes,syracuse-orange,penn-state-nittany-lions,fresno-state-bulldogs,kentucky-wildcats,texas-am-aggies,boise-state-broncos,northwestern-wildcats,mississippi-state-bulldogs,army-west-point-black-knights,iowa-state-cyclones
andy-greder,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,oklahoma-sooners,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,ucf-knights,washington-huskies,texas-longhorns,west-virginia-mountaineers,florida-gators,washington-state-cougars,lsu-tigers,penn-state-nittany-lions,syracuse-orange,kentucky-wildcats,texas-am-aggies,fresno-state-bulldogs,boise-state-broncos,utah-utes,northwestern-wildcats,cincinnati-bearcats,mississippi-state-bulldogs,missouri-tigers
ben-jones,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,oklahoma-sooners,ohio-state-buckeyes,ucf-knights,georgia-bulldogs,michigan-wolverines,washington-state-cougars,west-virginia-mountaineers,penn-state-nittany-lions,kentucky-wildcats,florida-gators,texas-longhorns,lsu-tigers,washington-huskies,syracuse-orange,utah-utes,north-carolina-state-wolfpack,mississippi-state-bulldogs,texas-am-aggies,utah-state-aggies,army-west-point-black-knights,stanford-cardinal,missouri-tigers
blake-toppmeyer,2018,15,alabama-crimson-tide,notre-dame-fighting-irish,clemson-tigers,oklahoma-sooners,ohio-state-buckeyes,georgia-bulldogs,ucf-knights,michigan-wolverines,lsu-tigers,penn-state-nittany-lions,florida-gators,washington-huskies,washington-state-cougars,texas-longhorns,texas-am-aggies,kentucky-wildcats,west-virginia-mountaineers,mississippi-state-bulldogs,missouri-tigers,syracuse-orange,utah-utes,northwestern-wildcats,north-carolina-state-wolfpack,fresno-state-bulldogs,iowa-state-cyclones
bob-asmussen,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,oklahoma-sooners,ucf-knights,ohio-state-buckeyes,georgia-bulldogs,michigan-wolverines,washington-huskies,florida-gators,texas-longhorns,penn-state-nittany-lions,syracuse-orange,kentucky-wildcats,west-virginia-mountaineers,washington-state-cougars,lsu-tigers,mississippi-state-bulldogs,fresno-state-bulldogs,missouri-tigers,utah-utes,army-west-point-black-knights,iowa-state-cyclones,texas-am-aggies,utah-state-aggies
brandon-marcello,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,oklahoma-sooners,georgia-bulldogs,ohio-state-buckeyes,ucf-knights,michigan-wolverines,washington-huskies,florida-gators,penn-state-nittany-lions,west-virginia-mountaineers,texas-longhorns,utah-utes,washington-state-cougars,lsu-tigers,syracuse-orange,kentucky-wildcats,mississippi-state-bulldogs,texas-am-aggies,fresno-state-bulldogs,north-carolina-state-wolfpack,army-west-point-black-knights,missouri-tigers,boise-state-broncos
brent-axe,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,oklahoma-sooners,ohio-state-buckeyes,georgia-bulldogs,ucf-knights,michigan-wolverines,washington-huskies,florida-gators,west-virginia-mountaineers,texas-longhorns,washington-state-cougars,lsu-tigers,syracuse-orange,penn-state-nittany-lions,kentucky-wildcats,texas-am-aggies,fresno-state-bulldogs,utah-utes,mississippi-state-bulldogs,boise-state-broncos,army-west-point-black-knights,missouri-tigers,northwestern-wildcats
brett-mcmurphy,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,georgia-bulldogs,oklahoma-sooners,ohio-state-buckeyes,michigan-wolverines,lsu-tigers,ucf-knights,washington-huskies,florida-gators,washington-state-cougars,penn-state-nittany-lions,kentucky-wildcats,west-virginia-mountaineers,texas-longhorns,army-west-point-black-knights,mississippi-state-bulldogs,fresno-state-bulldogs,texas-am-aggies,syracuse-orange,utah-utes,iowa-state-cyclones,missouri-tigers,boise-state-broncos
brian-howell,2018,15,alabama-crimson-tide,notre-dame-fighting-irish,clemson-tigers,oklahoma-sooners,ohio-state-buckeyes,georgia-bulldogs,ucf-knights,michigan-wolverines,washington-huskies,washington-state-cougars,kentucky-wildcats,florida-gators,texas-longhorns,penn-state-nittany-lions,lsu-tigers,west-virginia-mountaineers,utah-utes,mississippi-state-bulldogs,syracuse-orange,army-west-point-black-knights,fresno-state-bulldogs,north-carolina-state-wolfpack,boise-state-broncos,texas-am-aggies,northwestern-wildcats
chris-murray,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,oklahoma-sooners,ohio-state-buckeyes,georgia-bulldogs,ucf-knights,michigan-wolverines,washington-huskies,washington-state-cougars,lsu-tigers,florida-gators,west-virginia-mountaineers,texas-longhorns,penn-state-nittany-lions,kentucky-wildcats,fresno-state-bulldogs,utah-utes,syracuse-orange,texas-am-aggies,cincinnati-bearcats,army-west-point-black-knights,mississippi-state-bulldogs,boise-state-broncos,north-carolina-state-wolfpack
chris-solari,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,oklahoma-sooners,georgia-bulldogs,ohio-state-buckeyes,michigan-wolverines,ucf-knights,lsu-tigers,washington-huskies,washington-state-cougars,penn-state-nittany-lions,texas-longhorns,kentucky-wildcats,florida-gators,west-virginia-mountaineers,syracuse-orange,utah-state-aggies,north-carolina-state-wolfpack,mississippi-state-bulldogs,fresno-state-bulldogs,army-west-point-black-knights,texas-am-aggies,utah-utes,stanford-cardinal
chuck-carlton,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,oklahoma-sooners,ohio-state-buckeyes,georgia-bulldogs,ucf-knights,michigan-wolverines,washington-huskies,florida-gators,washington-state-cougars,lsu-tigers,west-virginia-mountaineers,texas-longhorns,penn-state-nittany-lions,kentucky-wildcats,mississippi-state-bulldogs,texas-am-aggies,utah-utes,syracuse-orange,iowa-state-cyclones,fresno-state-bulldogs,stanford-cardinal,army-west-point-black-knights,missouri-tigers
conor-oneill,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,oklahoma-sooners,georgia-bulldogs,ucf-knights,ohio-state-buckeyes,michigan-wolverines,washington-huskies,florida-gators,penn-state-nittany-lions,washington-state-cougars,texas-longhorns,fresno-state-bulldogs,syracuse-orange,lsu-tigers,army-west-point-black-knights,kentucky-wildcats,utah-utes,west-virginia-mountaineers,boise-state-broncos,north-carolina-state-wolfpack,iowa-state-cyclones,mississippi-state-bulldogs,appalachian-state-mountaineers
dave-southorn,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,oklahoma-sooners,georgia-bulldogs,ohio-state-buckeyes,ucf-knights,michigan-wolverines,washington-huskies,lsu-tigers,florida-gators,texas-longhorns,washington-state-cougars,west-virginia-mountaineers,syracuse-orange,penn-state-nittany-lions,fresno-state-bulldogs,texas-am-aggies,utah-utes,kentucky-wildcats,army-west-point-black-knights,missouri-tigers,northwestern-wildcats,boise-state-broncos,utah-state-aggies
david-briggs,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,ohio-state-buckeyes,oklahoma-sooners,georgia-bulldogs,ucf-knights,michigan-wolverines,florida-gators,washington-huskies,penn-state-nittany-lions,washington-state-cougars,texas-longhorns,lsu-tigers,west-virginia-mountaineers,fresno-state-bulldogs,syracuse-orange,kentucky-wildcats,army-west-point-black-knights,northwestern-wildcats,utah-utes,texas-am-aggies,missouri-tigers,iowa-state-cyclones,boise-state-broncos
don-williams,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,oklahoma-sooners,ohio-state-buckeyes,georgia-bulldogs,michigan-wolverines,washington-huskies,washington-state-cougars,lsu-tigers,west-virginia-mountaineers,texas-longhorns,kentucky-wildcats,missouri-tigers,florida-gators,ucf-knights,penn-state-nittany-lions,utah-utes,northwestern-wildcats,iowa-state-cyclones,mississippi-state-bulldogs,texas-am-aggies,syracuse-orange,stanford-cardinal,fresno-state-bulldogs
doug-lesmerises,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,ohio-state-buckeyes,oklahoma-sooners,georgia-bulldogs,ucf-knights,michigan-wolverines,washington-huskies,washington-state-cougars,west-virginia-mountaineers,texas-longhorns,florida-gators,lsu-tigers,syracuse-orange,penn-state-nittany-lions,utah-utes,kentucky-wildcats,fresno-state-bulldogs,northwestern-wildcats,texas-am-aggies,iowa-state-cyclones,appalachian-state-mountaineers,uab-blazers,army-west-point-black-knights
dylan-sinn,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,georgia-bulldogs,oklahoma-sooners,ohio-state-buckeyes,ucf-knights,washington-huskies,lsu-tigers,west-virginia-mountaineers,michigan-wolverines,texas-longhorns,penn-state-nittany-lions,washington-state-cougars,kentucky-wildcats,utah-utes,florida-gators,army-west-point-black-knights,syracuse-orange,fresno-state-bulldogs,mississippi-state-bulldogs,stanford-cardinal,texas-am-aggies,boise-state-broncos,missouri-tigers
eric-hansen,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,oklahoma-sooners,georgia-bulldogs,ohio-state-buckeyes,ucf-knights,michigan-wolverines,florida-gators,lsu-tigers,washington-huskies,syracuse-orange,kentucky-wildcats,washington-state-cougars,texas-longhorns,west-virginia-mountaineers,penn-state-nittany-lions,texas-am-aggies,utah-utes,army-west-point-black-knights,iowa-state-cyclones,mississippi-state-bulldogs,missouri-tigers,fresno-state-bulldogs,stanford-cardinal
ferd-lewis,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,oklahoma-sooners,georgia-bulldogs,ohio-state-buckeyes,ucf-knights,michigan-wolverines,washington-huskies,florida-gators,lsu-tigers,washington-state-cougars,penn-state-nittany-lions,west-virginia-mountaineers,texas-longhorns,kentucky-wildcats,syracuse-orange,mississippi-state-bulldogs,texas-am-aggies,utah-utes,iowa-state-cyclones,fresno-state-bulldogs,army-west-point-black-knights,northwestern-wildcats,boise-state-broncos
garland-gillen,2018,15,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,oklahoma-sooners,georgia-bulldogs,ohio-state-buckeyes,ucf-knights,michigan-wolverines,florida-gators,washington-huskies,penn-state-nittany-lions,lsu-tigers,washington-state-cougars,kentucky-wildcats,texas-longhorns,west-virginia-mountaineers,mississippi-state-bulldogs,texas-am-aggies,fresno-state-bulldogs,utah-utes,syracuse-orange,utah-state-aggies,iowa-state-cyclones,army-west-point-black-knights,northwestern-wildcats
