aaron-mcmann,2018,13,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,oklahoma-sooners,washington-state-cougars,ucf-knights,ohio-state-buckeyes,lsu-tigers,texas-longhorns,florida-gators,west-virginia-mountaineers,utah-state-aggies,penn-state-nittany-lions,kentucky-wildcats,syracuse-orange,boise-state-broncos,north-carolina-state-wolfpack,cincinnati-bearcats,northwestern-wildcats,washington-huskies,utah-utes,mississippi-state-bulldogs,texas-am-aggies
adam-jude,2018,13,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,georgia-bulldogs,michigan-wolverines,oklahoma-sooners,washington-state-cougars,lsu-tigers,ucf-knights,ohio-state-buckeyes,west-virginia-mountaineers,texas-longhorns,florida-gators,washington-huskies,syracuse-orange,utah-state-aggies,utah-utes,penn-state-nittany-lions,boise-state-broncos,army-west-point-black-knights,kentucky-wildcats,pittsburgh-panthers,northwestern-wildcats,iowa-state-cyclones,fresno-state-bulldogs
andy-greder,2018,13,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,oklahoma-sooners,lsu-tigers,ohio-state-buckeyes,washington-state-cougars,ucf-knights,west-virginia-mountaineers,utah-state-aggies,texas-longhorns,penn-state-nittany-lions,florida-gators,washington-huskies,syracuse-orange,kentucky-wildcats,boise-state-broncos,fresno-state-bulldogs,utah-utes,northwestern-wildcats,iowa-state-cyclones,cincinnati-bearcats,mississippi-state-bulldogs
ben-jones,2018,13,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,oklahoma-sooners,washington-state-cougars,ucf-knights,ohio-state-buckeyes,lsu-tigers,west-virginia-mountaineers,texas-longhorns,penn-state-nittany-lions,syracuse-orange,kentucky-wildcats,florida-gators,utah-state-aggies,utah-utes,north-carolina-state-wolfpack,washington-huskies,mississippi-state-bulldogs,pittsburgh-panthers,texas-am-aggies,army-west-point-black-knights,boise-state-broncos
blake-toppmeyer,2018,13,alabama-crimson-tide,notre-dame-fighting-irish,clemson-tigers,michigan-wolverines,lsu-tigers,georgia-bulldogs,oklahoma-sooners,ucf-knights,washington-state-cougars,ohio-state-buckeyes,texas-longhorns,utah-state-aggies,penn-state-nittany-lions,florida-gators,west-virginia-mountaineers,kentucky-wildcats,mississippi-state-bulldogs,texas-am-aggies,northwestern-wildcats,washington-huskies,utah-utes,missouri-tigers,iowa-state-cyclones,syracuse-orange,auburn-tigers
bob-asmussen,2018,13,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,ucf-knights,oklahoma-sooners,ohio-state-buckeyes,lsu-tigers,washington-state-cougars,utah-state-aggies,texas-longhorns,washington-huskies,florida-gators,penn-state-nittany-lions,west-virginia-mountaineers,syracuse-orange,utah-utes,kentucky-wildcats,mississippi-state-bulldogs,missouri-tigers,northwestern-wildcats,boise-state-broncos,army-west-point-black-knights,iowa-state-cyclones
brandon-marcello,2018,13,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,georgia-bulldogs,michigan-wolverines,washington-state-cougars,ucf-knights,oklahoma-sooners,lsu-tigers,ohio-state-buckeyes,west-virginia-mountaineers,texas-longhorns,penn-state-nittany-lions,utah-utes,florida-gators,utah-state-aggies,syracuse-orange,kentucky-wildcats,mississippi-state-bulldogs,washington-huskies,boise-state-broncos,fresno-state-bulldogs,northwestern-wildcats,army-west-point-black-knights,north-carolina-state-wolfpack
brent-axe,2018,13,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,oklahoma-sooners,washington-state-cougars,ohio-state-buckeyes,lsu-tigers,ucf-knights,west-virginia-mountaineers,texas-longhorns,florida-gators,syracuse-orange,utah-state-aggies,washington-huskies,penn-state-nittany-lions,utah-utes,kentucky-wildcats,boise-state-broncos,northwestern-wildcats,mississippi-state-bulldogs,army-west-point-black-knights,fresno-state-bulldogs,pittsburgh-panthers
brett-mcmurphy,2018,13,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,washington-state-cougars,oklahoma-sooners,ohio-state-buckeyes,lsu-tigers,texas-longhorns,ucf-knights,west-virginia-mountaineers,washington-huskies,utah-utes,utah-state-aggies,florida-gators,penn-state-nittany-lions,northwestern-wildcats,kentucky-wildcats,army-west-point-black-knights,mississippi-state-bulldogs,pittsburgh-panthers,boise-state-broncos,iowa-state-cyclones,syracuse-orange
brian-howell,2018,13,alabama-crimson-tide,notre-dame-fighting-irish,clemson-tigers,michigan-wolverines,georgia-bulldogs,washington-state-cougars,oklahoma-sooners,ucf-knights,ohio-state-buckeyes,lsu-tigers,west-virginia-mountaineers,texas-longhorns,florida-gators,washington-huskies,penn-state-nittany-lions,utah-utes,utah-state-aggies,kentucky-wildcats,mississippi-state-bulldogs,boise-state-broncos,syracuse-orange,northwestern-wildcats,army-west-point-black-knights,fresno-state-bulldogs,north-carolina-state-wolfpack
chris-murray,2018,13,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,oklahoma-sooners,washington-state-cougars,ohio-state-buckeyes,lsu-tigers,ucf-knights,west-virginia-mountaineers,texas-longhorns,florida-gators,penn-state-nittany-lions,utah-state-aggies,kentucky-wildcats,washington-huskies,utah-utes,fresno-state-bulldogs,boise-state-broncos,northwestern-wildcats,syracuse-orange,cincinnati-bearcats,army-west-point-black-knights,pittsburgh-panthers
chris-solari,2018,13,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,lsu-tigers,washington-state-cougars,oklahoma-sooners,ucf-knights,utah-state-aggies,ohio-state-buckeyes,texas-longhorns,washington-huskies,penn-state-nittany-lions,west-virginia-mountaineers,florida-gators,kentucky-wildcats,utah-utes,pittsburgh-panthers,syracuse-orange,north-carolina-state-wolfpack,boise-state-broncos,army-west-point-black-knights,mississippi-state-bulldogs,northwestern-wildcats
chuck-carlton,2018,13,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,washington-state-cougars,oklahoma-sooners,ucf-knights,lsu-tigers,ohio-state-buckeyes,west-virginia-mountaineers,texas-longhorns,florida-gators,utah-state-aggies,washington-huskies,utah-utes,penn-state-nittany-lions,northwestern-wildcats,mississippi-state-bulldogs,kentucky-wildcats,syracuse-orange,pittsburgh-panthers,iowa-state-cyclones,army-west-point-black-knights,boise-state-broncos
conor-oneill,2018,13,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,ucf-knights,washington-state-cougars,oklahoma-sooners,ohio-state-buckeyes,lsu-tigers,texas-longhorns,penn-state-nittany-lions,utah-state-aggies,boise-state-broncos,florida-gators,utah-utes,west-virginia-mountaineers,syracuse-orange,washington-huskies,army-west-point-black-knights,kentucky-wildcats,northwestern-wildcats,fresno-state-bulldogs,north-carolina-state-wolfpack,iowa-state-cyclones
dave-southorn,2018,13,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,oklahoma-sooners,washington-state-cougars,ucf-knights,lsu-tigers,texas-longhorns,ohio-state-buckeyes,west-virginia-mountaineers,syracuse-orange,utah-utes,washington-huskies,utah-state-aggies,florida-gators,kentucky-wildcats,penn-state-nittany-lions,boise-state-broncos,pittsburgh-panthers,northwestern-wildcats,fresno-state-bulldogs,army-west-point-black-knights,texas-am-aggies
david-briggs,2018,13,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,washington-state-cougars,oklahoma-sooners,ucf-knights,ohio-state-buckeyes,lsu-tigers,west-virginia-mountaineers,texas-longhorns,penn-state-nittany-lions,florida-gators,utah-state-aggies,northwestern-wildcats,syracuse-orange,kentucky-wildcats,boise-state-broncos,washington-huskies,utah-utes,iowa-state-cyclones,army-west-point-black-knights,missouri-tigers,mississippi-state-bulldogs
don-williams,2018,13,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,lsu-tigers,georgia-bulldogs,oklahoma-sooners,washington-state-cougars,ohio-state-buckeyes,texas-longhorns,west-virginia-mountaineers,washington-huskies,kentucky-wildcats,florida-gators,utah-utes,northwestern-wildcats,ucf-knights,iowa-state-cyclones,penn-state-nittany-lions,mississippi-state-bulldogs,auburn-tigers,pittsburgh-panthers,missouri-tigers,syracuse-orange,stanford-cardinal
