Season,Week,Official Borda,Borda-Top1,Borda-Top3,Borda-Top5,Borda-Top10,Dowdall
2015,9,ohio-state-buckeyes,ohio-state-buckeyes,ohio-state-buckeyes,ohio-state-buckeyes,ohio-state-buckeyes,ohio-state-buckeyes
2015,10,ohio-state-buckeyes,ohio-state-buckeyes,ohio-state-buckeyes,ohio-state-buckeyes,ohio-state-buckeyes,ohio-state-buckeyes
2015,11,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers
2015,12,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers
2015,13,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers
2015,14,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers
2015,15,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers,clemson-tigers
2015,16,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2016,1,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2016,2,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2016,3,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2016,4,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2016,5,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2016,6,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2016,7,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
2016,8,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide,alabama-crimson-tide
