PlayerA,PlayerB,A>B,B>A
Altuve,Beltre,27,3
Altuve,Betts,2,28
Altuve,Britton,30,0
Altuve,Cabrera,30,0
Altuve,Cano,30,0
Altuve,Cruz,30,0
Altuve,Donaldson,19,11
Altuve,Dozier,30,0
Altuve,Eaton,30,0
Altuve,Encarnacion,30,0
Altuve,Kluber,30,0
Altuve,Lindor,30,0
Altuve,Longoria,30,0
Altuve,Machado,30,0
Altuve,Ortiz,27,3
Altuve,Ramirez,30,0
Altuve,Sale,30,0
Altuve,Seager,30,0
Altuve,Trout,2,28
Altuve,Verlander,30,0
Beltre,Betts,1,29
Beltre,Britton,26,1
Beltre,Cabrera,23,4
Beltre,Cano,19,9
Beltre,Cruz,25,1
Beltre,Donaldson,5,25
Beltre,Dozier,25,3
Beltre,Eaton,26,0
Beltre,Encarnacion,26,1
Beltre,Kluber,26,0
Beltre,Lindor,26,4
Beltre,Longoria,26,1
Beltre,Machado,14,16
Beltre,Ortiz,13,17
Beltre,Ramirez,25,1
Beltre,Sale,26,1
Beltre,Seager,26,2
Beltre,Trout,1,29
Beltre,Verlander,26,1
Betts,Britton,30,0
Betts,Cabrera,30,0
Betts,Cano,30,0
Betts,Cruz,30,0
Betts,Donaldson,29,1
Betts,Dozier,30,0
Betts,Eaton,30,0
Betts,Encarnacion,30,0
Betts,Kluber,30,0
Betts,Lindor,30,0
Betts,Longoria,30,0
Betts,Machado,30,0
Betts,Ortiz,29,1
Betts,Ramirez,30,0
Betts,Sale,30,0
Betts,Seager,30,0
Betts,Trout,10,20
Betts,Verlander,30,0
Britton,Cabrera,4,19
Britton,Cano,2,24
Britton,Cruz,6,3
Britton,Donaldson,0,30
Britton,Dozier,6,6
Britton,Eaton,6,1
Britton,Encarnacion,6,4
Britton,Kluber,6,1
Britton,Lindor,4,19
Britton,Longoria,6,0
Britton,Machado,0,30
Britton,Ortiz,0,30
Britton,Ramirez,6,1
Britton,Sale,6,1
Britton,Seager,6,3
Britton,Trout,0,30
Britton,Verlander,6,1
Cabrera,Cano,12,16
Cabrera,Cruz,19,1
Cabrera,Donaldson,2,28
Cabrera,Dozier,20,4
Cabrera,Eaton,20,1
Cabrera,Encarnacion,20,2
Cabrera,Kluber,20,0
Cabrera,Lindor,14,15
Cabrera,Longoria,20,0
Cabrera,Machado,3,27
Cabrera,Ortiz,2,28
Cabrera,Ramirez,20,0
Cabrera,Sale,20,1
Cabrera,Seager,20,4
Cabrera,Trout,1,29
Cabrera,Verlander,20,1
Cano,Cruz,23,3
Cano,Donaldson,2,28
Cano,Dozier,25,2
Cano,Eaton,25,0
Cano,Encarnacion,25,1
Cano,Kluber,25,0
Cano,Lindor,18,11
Cano,Longoria,25,1
Cano,Machado,4,26
Cano,Ortiz,8,22
Cano,Ramirez,25,1
Cano,Sale,25,1
Cano,Seager,25,1
Cano,Trout,0,30
Cano,Verlander,25,1
Cruz,Donaldson,0,30
Cruz,Dozier,3,6
Cruz,Eaton,3,1
Cruz,Encarnacion,3,4
Cruz,Kluber,3,1
Cruz,Lindor,2,20
Cruz,Longoria,3,1
Cruz,Machado,2,28
Cruz,Ortiz,0,30
Cruz,Ramirez,3,1
Cruz,Sale,3,1
Cruz,Seager,3,4
Cruz,Trout,0,30
Cruz,Verlander,3,1
Donaldson,Dozier,30,0
Donaldson,Eaton,30,0
Donaldson,Encarnacion,30,0
Donaldson,Kluber,30,0
Donaldson,Lindor,27,3
Donaldson,Longoria,30,0
Donaldson,Machado,24,6
Donaldson,Ortiz,24,6
Donaldson,Ramirez,30,0
Donaldson,Sale,30,0
Donaldson,Seager,30,0
Donaldson,Trout,2,28
Donaldson,Verlander,30,0
Dozier,Eaton,6,1
Dozier,Encarnacion,4,4
Dozier,Kluber,6,1
Dozier,Lindor,2,20
Dozier,Longoria,6,1
Dozier,Machado,0,30
Dozier,Ortiz,1,29
Dozier,Ramirez,6,0
Dozier,Sale,6,1
Dozier,Seager,5,4
Dozier,Trout,0,30
Dozier,Verlander,6,1
Eaton,Encarnacion,1,4
Eaton,Kluber,1,1
Eaton,Lindor,0,20
Eaton,Longoria,1,1
Eaton,Machado,0,30
Eaton,Ortiz,0,30
Eaton,Ramirez,1,1
Eaton,Sale,1,1
Eaton,Seager,1,4
Eaton,Trout,0,30
Eaton,Verlander,1,1
Encarnacion,Kluber,4,1
Encarnacion,Lindor,3,19
Encarnacion,Longoria,4,1
Encarnacion,Machado,0,30
Encarnacion,Ortiz,0,30
Encarnacion,Ramirez,4,1
Encarnacion,Sale,4,1
