PlayerA,PlayerB,A>B,B>A
AcunaJr,Bauer,10,11
AcunaJr,Belt,12,0
AcunaJr,Betts,0,30
AcunaJr,Darvish,12,6
AcunaJr,Freeman,0,30
AcunaJr,Fried,12,1
AcunaJr,Goldschmidt,11,2
AcunaJr,Happ,12,1
AcunaJr,Machado,0,30
AcunaJr,Myers,12,1
AcunaJr,Ozuna,0,30
AcunaJr,Seager,8,14
AcunaJr,Smith,11,8
AcunaJr,Soto,2,28
AcunaJr,Story,10,7
AcunaJr,Swanson,12,1
AcunaJr,Tatis,1,29
AcunaJr,Tepera,12,1
AcunaJr,Turner,2,25
AcunaJr,Williams,12,0
AcunaJr,Yastrzemski,2,24
Bauer,Belt,12,1
Bauer,Betts,0,30
Bauer,Darvish,11,3
Bauer,Freeman,0,30
Bauer,Fried,12,0
Bauer,Goldschmidt,12,3
Bauer,Happ,12,1
Bauer,Machado,0,30
Bauer,Myers,12,1
Bauer,Ozuna,1,29
Bauer,Seager,11,14
Bauer,Smith,10,6
Bauer,Soto,2,26
Bauer,Story,11,7
Bauer,Swanson,12,1
Bauer,Tatis,0,30
Bauer,Tepera,12,0
Bauer,Turner,5,23
Bauer,Williams,12,1
Bauer,Yastrzemski,6,22
Belt,Betts,0,30
Belt,Darvish,1,6
Belt,Freeman,0,30
Belt,Fried,1,1
Belt,Goldschmidt,1,3
Belt,Happ,1,1
Belt,Machado,0,30
Belt,Myers,1,1
Belt,Ozuna,0,30
Belt,Seager,1,15
Belt,Smith,1,8
Belt,Soto,0,28
Belt,Story,1,8
Belt,Swanson,1,1
Belt,Tatis,0,30
Belt,Tepera,1,1
Belt,Turner,1,26
Belt,Williams,1,1
Belt,Yastrzemski,0,24
Betts,Darvish,30,0
Betts,Freeman,2,28
Betts,Fried,30,0
Betts,Goldschmidt,30,0
Betts,Happ,30,0
Betts,Machado,26,4
Betts,Myers,30,0
Betts,Ozuna,29,1
Betts,Seager,30,0
Betts,Smith,30,0
Betts,Soto,27,3
Betts,Story,30,0
Betts,Swanson,30,0
Betts,Tatis,27,3
Betts,Tepera,30,0
Betts,Turner,29,1
Betts,Williams,30,0
Betts,Yastrzemski,30,0
Darvish,Freeman,0,30
Darvish,Fried,6,1
Darvish,Goldschmidt,6,3
Darvish,Happ,6,1
Darvish,Machado,0,30
Darvish,Myers,6,0
Darvish,Ozuna,0,30
Darvish,Seager,4,14
Darvish,Smith,5,7
Darvish,Soto,0,28
Darvish,Story,6,8
Darvish,Swanson,6,1
Darvish,Tatis,0,30
Darvish,Tepera,6,0
Darvish,Turner,4,25
Darvish,Williams,6,1
Darvish,Yastrzemski,4,23
Freeman,Fried,30,0
Freeman,Goldschmidt,30,0
Freeman,Happ,30,0
Freeman,Machado,30,0
Freeman,Myers,30,0
Freeman,Ozuna,30,0
Freeman,Seager,30,0
Freeman,Smith,30,0
Freeman,Soto,30,0
Freeman,Story,30,0
Freeman,Swanson,30,0
Freeman,Tatis,30,0
Freeman,Tepera,30,0
Freeman,Turner,30,0
Freeman,Williams,30,0
Freeman,Yastrzemski,30,0
Fried,Goldschmidt,1,3
