PlayerA,PlayerB,A>B,B>A
AcunaJr,Alonso,26,4
AcunaJr,Arenado,20,10
AcunaJr,Bellinger,0,30
AcunaJr,DeGrom,26,4
AcunaJr,Donaldson,29,1
AcunaJr,Flaherty,29,1
AcunaJr,Freeman,22,8
AcunaJr,Goldschmidt,30,0
AcunaJr,Grandal,30,0
AcunaJr,Marte,7,23
AcunaJr,Muncy,30,0
AcunaJr,Pillar,30,0
AcunaJr,Realmuto,30,0
AcunaJr,Rendon,1,29
AcunaJr,Ryu,30,0
AcunaJr,Scherzer,30,0
AcunaJr,Soto,28,2
AcunaJr,Story,27,3
AcunaJr,Strasburg,30,0
AcunaJr,Suarez,30,0
AcunaJr,Wong,30,0
AcunaJr,Yelich,0,30
Alonso,Arenado,11,19
Alonso,Bellinger,0,30
Alonso,DeGrom,24,6
Alonso,Donaldson,25,4
Alonso,Flaherty,27,2
Alonso,Freeman,17,12
Alonso,Goldschmidt,28,1
Alonso,Grandal,29,0
Alonso,Marte,2,28
Alonso,Muncy,28,1
Alonso,Pillar,29,0
Alonso,Realmuto,29,0
Alonso,Rendon,0,30
Alonso,Ryu,29,0
Alonso,Scherzer,29,1
Alonso,Soto,26,3
Alonso,Story,26,4
Alonso,Strasburg,29,1
Alonso,Suarez,29,0
Alonso,Wong,29,0
Alonso,Yelich,0,30
Arenado,Bellinger,1,29
Arenado,DeGrom,23,6
Arenado,Donaldson,25,4
Arenado,Flaherty,27,0
Arenado,Freeman,15,14
Arenado,Goldschmidt,27,1
Arenado,Grandal,27,0
Arenado,Marte,2,28
Arenado,Muncy,27,0
Arenado,Pillar,27,0
Arenado,Realmuto,27,0
Arenado,Rendon,1,29
Arenado,Ryu,27,1
Arenado,Scherzer,27,0
Arenado,Soto,25,4
Arenado,Story,25,3
Arenado,Strasburg,27,1
Arenado,Suarez,27,0
Arenado,Wong,27,0
Arenado,Yelich,1,29
Bellinger,DeGrom,30,0
Bellinger,Donaldson,30,0
Bellinger,Flaherty,30,0
Bellinger,Freeman,29,1
Bellinger,Goldschmidt,30,0
Bellinger,Grandal,30,0
Bellinger,Marte,30,0
Bellinger,Muncy,30,0
Bellinger,Pillar,30,0
Bellinger,Realmuto,30,0
Bellinger,Rendon,29,1
Bellinger,Ryu,30,0
Bellinger,Scherzer,30,0
Bellinger,Soto,30,0
Bellinger,Story,30,0
Bellinger,Strasburg,30,0
Bellinger,Suarez,30,0
Bellinger,Wong,30,0
Bellinger,Yelich,19,11
DeGrom,Donaldson,12,6
DeGrom,Flaherty,11,3
DeGrom,Freeman,8,17
DeGrom,Goldschmidt,12,1
DeGrom,Grandal,12,1
DeGrom,Marte,0,30
DeGrom,Muncy,12,2
DeGrom,Pillar,12,1
DeGrom,Realmuto,12,4
DeGrom,Rendon,0,30
DeGrom,Ryu,12,0
DeGrom,Scherzer,12,0
DeGrom,Soto,11,17
DeGrom,Story,10,6
DeGrom,Strasburg,12,0
DeGrom,Suarez,12,3
DeGrom,Wong,12,2
DeGrom,Yelich,0,30
Donaldson,Flaherty,10,4
Donaldson,Freeman,6,19
Donaldson,Goldschmidt,10,0
Donaldson,Grandal,9,2
Donaldson,Marte,0,30
Donaldson,Muncy,10,1
Donaldson,Pillar,10,1
Donaldson,Realmuto,9,4
Donaldson,Rendon,0,30
Donaldson,Ryu,10,1
Donaldson,Scherzer,10,1
Donaldson,Soto,8,18
Donaldson,Story,10,5
Donaldson,Strasburg,10,1
Donaldson,Suarez,10,3
Donaldson,Wong,10,2
Donaldson,Yelich,0,30
Flaherty,Freeman,1,19
Flaherty,Goldschmidt,4,1
Flaherty,Grandal,4,2
Flaherty,Marte,0,30
Flaherty,Muncy,4,2
Flaherty,Pillar,4,1
Flaherty,Realmuto,4,4
Flaherty,Rendon,0,30
Flaherty,Ryu,4,1
