PlayerA,PlayerB,A>B,B>A
Alcantara,Alonso,9,19
Alcantara,Arenado,0,30
Alcantara,Bard,11,1
Alcantara,Betts,3,27
Alcantara,Diaz,11,2
Alcantara,Freeman,2,28
Alcantara,Goldschmidt,0,30
Alcantara,HarrisII,11,3
Alcantara,Lindor,6,21
Alcantara,Machado,0,30
Alcantara,Marte,11,1
Alcantara,McNeil,11,4
Alcantara,Realmuto,5,21
Alcantara,Riley,5,22
Alcantara,Schwarber,11,1
Alcantara,Swanson,10,11
Alcantara,Turner,10,9
Alcantara,Urias,11,1
Alonso,Arenado,2,28
Alonso,Bard,24,0
Alonso,Betts,8,22
Alonso,Diaz,24,1
Alonso,Freeman,1,29
Alonso,Goldschmidt,0,30
Alonso,HarrisII,24,0
Alonso,Lindor,15,15
Alonso,Machado,1,29
Alonso,Marte,24,0
Alonso,McNeil,23,1
Alonso,Realmuto,9,21
Alonso,Riley,8,22
Alonso,Schwarber,24,0
Alonso,Swanson,22,8
Alonso,Turner,22,3
Alonso,Urias,23,1
Arenado,Bard,30,0
Arenado,Betts,28,2
Arenado,Diaz,30,0
Arenado,Freeman,18,12
Arenado,Goldschmidt,1,29
Arenado,HarrisII,30,0
Arenado,Lindor,29,1
Arenado,Machado,5,25
Arenado,Marte,30,0
Arenado,McNeil,30,0
Arenado,Realmuto,30,0
Arenado,Riley,30,0
Arenado,Schwarber,30,0
Arenado,Swanson,30,0
Arenado,Turner,30,0
Arenado,Urias,29,1
Bard,Betts,0,30
Bard,Diaz,1,2
Bard,Freeman,0,30
Bard,Goldschmidt,0,30
Bard,HarrisII,1,3
Bard,Lindor,0,25
Bard,Machado,0,30
Bard,Marte,1,0
Bard,McNeil,1,4
Bard,Realmuto,1,26
Bard,Riley,1,27
Bard,Schwarber,1,1
Bard,Swanson,1,14
Bard,Turner,1,10
Bard,Urias,0,1
Betts,Diaz,30,0
Betts,Freeman,3,27
Betts,Goldschmidt,0,30
Betts,HarrisII,29,1
Betts,Lindor,27,3
Betts,Machado,0,30
Betts,Marte,30,0
Betts,McNeil,30,0
Betts,Realmuto,25,5
Betts,Riley,22,8
Betts,Schwarber,30,0
Betts,Swanson,30,0
Betts,Turner,28,2
Betts,Urias,29,1
Diaz,Freeman,0,30
Diaz,Goldschmidt,0,30
Diaz,HarrisII,2,3
Diaz,Lindor,0,25
Diaz,Machado,0,30
Diaz,Marte,2,1
Diaz,McNeil,2,4
Diaz,Realmuto,0,26
Diaz,Riley,0,27
Diaz,Schwarber,2,1
Diaz,Swanson,1,14
Diaz,Turner,2,10
Diaz,Urias,2,1
Freeman,Goldschmidt,0,30
Freeman,HarrisII,30,0
Freeman,Lindor,30,0
Freeman,Machado,6,24
Freeman,Marte,30,0
Freeman,McNeil,30,0
Freeman,Realmuto,30,0
Freeman,Riley,29,1
Freeman,Schwarber,30,0
Freeman,Swanson,30,0
Freeman,Turner,29,1
Freeman,Urias,30,0
Goldschmidt,HarrisII,30,0
Goldschmidt,Lindor,30,0
Goldschmidt,Machado,23,7
Goldschmidt,Marte,30,0
Goldschmidt,McNeil,30,0
Goldschmidt,Realmuto,30,0
Goldschmidt,Riley,30,0
Goldschmidt,Schwarber,30,0
Goldschmidt,Swanson,30,0
Goldschmidt,Turner,30,0
Goldschmidt,Urias,30,0
HarrisII,Lindor,3,24
HarrisII,Machado,0,30
HarrisII,Marte,3,1
HarrisII,McNeil,3,4
HarrisII,Realmuto,1,25
HarrisII,Riley,2,26
HarrisII,Schwarber,3,1
HarrisII,Swanson,3,12
HarrisII,Turner,2,10
HarrisII,Urias,3,1
Lindor,Machado,0,30
Lindor,Marte,25,0
Lindor,McNeil,25,1
Lindor,Realmuto,11,18
Lindor,Riley,9,21
Lindor,Schwarber,25,1
Lindor,Swanson,22,4
Lindor,Turner,22,7
Lindor,Urias,24,1
Machado,Marte,30,0
Machado,McNeil,30,0
Machado,Realmuto,30,0
Machado,Riley,30,0
Machado,Schwarber,30,0
Machado,Swanson,30,0
Machado,Turner,29,1
Machado,Urias,29,1
Marte,McNeil,1,4
Marte,Realmuto,1,26
Marte,Riley,1,27
Marte,Schwarber,1,1
Marte,Swanson,1,14
Marte,Turner,1,10
Marte,Urias,0,1
McNeil,Realmuto,1,26
McNeil,Riley,1,27
McNeil,Schwarber,3,1
McNeil,Swanson,4,13
McNeil,Turner,3,10
McNeil,Urias,4,1
Realmuto,Riley,11,18
Realmuto,Schwarber,26,1
Realmuto,Swanson,24,4
Realmuto,Turner,25,4
Realmuto,Urias,26,1
Riley,Schwarber,27,0
Riley,Swanson,27,2
Riley,Turner,25,2
Riley,Urias,27,1
Schwarber,Swanson,1,14
Schwarber,Turner,0,10
Schwarber,Urias,1,1
Swanson,Turner,11,10
Swanson,Urias,14,1
Turner,Urias,10,1
