PlayerA,PlayerB,A>B,B>A
AcunaJr,Albies,30,0
AcunaJr,Alonso,30,0
AcunaJr,Arraez,30,0
AcunaJr,Bellinger,30,0
AcunaJr,Betts,30,0
AcunaJr,Carroll,30,0
AcunaJr,Castellanos,30,0
AcunaJr,Contreras,30,0
AcunaJr,Freeman,30,0
AcunaJr,Friedl,30,0
AcunaJr,Gallen,30,0
AcunaJr,Harper,30,0
AcunaJr,Kim,30,0
AcunaJr,Lindor,30,0
AcunaJr,Olson,30,0
AcunaJr,Ozuna,30,0
AcunaJr,Riley,30,0
AcunaJr,Schwarber,30,0
AcunaJr,Snell,30,0
AcunaJr,Soto,30,0
AcunaJr,Swanson,30,0
AcunaJr,Tatis,30,0
AcunaJr,Walker,30,0
AcunaJr,Webb,30,0
AcunaJr,Williams,30,0
Albies,Alonso,2,1
Albies,Arraez,1,22
Albies,Bellinger,1,16
Albies,Betts,0,30
Albies,Carroll,0,30
Albies,Castellanos,2,1
Albies,Contreras,2,12
Albies,Freeman,0,30
Albies,Friedl,2,1
Albies,Gallen,2,1
Albies,Harper,2,12
Albies,Kim,2,5
Albies,Lindor,1,16
Albies,Olson,0,30
Albies,Ozuna,2,1
Albies,Riley,1,20
Albies,Schwarber,2,2
Albies,Snell,2,4
Albies,Soto,0,26
Albies,Swanson,2,2
Albies,Tatis,2,1
Albies,Walker,2,1
Albies,Webb,2,1
Albies,Williams,2,1
Alonso,Arraez,1,21
Alonso,Bellinger,0,17
Alonso,Betts,0,30
Alonso,Carroll,0,30
Alonso,Castellanos,1,1
Alonso,Contreras,1,12
Alonso,Freeman,0,30
Alonso,Friedl,1,1
Alonso,Gallen,1,1
Alonso,Harper,1,12
Alonso,Kim,1,5
Alonso,Lindor,1,16
Alonso,Olson,0,30
Alonso,Ozuna,1,1
Alonso,Riley,1,21
Alonso,Schwarber,1,1
Alonso,Snell,1,4
Alonso,Soto,0,26
Alonso,Swanson,1,2
Alonso,Tatis,1,1
Alonso,Walker,1,1
Alonso,Webb,1,1
Alonso,Williams,1,1
Arraez,Bellinger,16,9
Arraez,Betts,0,30
Arraez,Carroll,2,28
Arraez,Castellanos,22,0
Arraez,Contreras,17,7
Arraez,Freeman,0,30
Arraez,Friedl,22,0
Arraez,Gallen,22,1
Arraez,Harper,16,8
Arraez,Kim,22,2
Arraez,Lindor,16,12
Arraez,Olson,0,30
Arraez,Ozuna,22,1
Arraez,Riley,14,16
Arraez,Schwarber,22,0
Arraez,Snell,21,4
Arraez,Soto,11,19
Arraez,Swanson,22,2
Arraez,Tatis,21,1
Arraez,Walker,22,0
Arraez,Webb,22,1
Arraez,Williams,22,0
Bellinger,Betts,0,30
Bellinger,Carroll,2,28
Bellinger,Castellanos,17,0
Bellinger,Contreras,14,9
Bellinger,Freeman,0,30
Bellinger,Friedl,17,0
Bellinger,Gallen,17,1
Bellinger,Harper,13,9
Bellinger,Kim,17,4
Bellinger,Lindor,12,15
Bellinger,Olson,0,30
Bellinger,Ozuna,17,1
Bellinger,Riley,11,18
Bellinger,Schwarber,17,0
Bellinger,Snell,16,4
Bellinger,Soto,8,21
