Player,Borda Points
Trout,280
Betts,275
Altuve,227
Donaldson,200
Machado,150
Ortiz,143
Beltre,128
Cano,79
Cabrera,56
Lindor,56
Britton,11
Seager,10
Dozier,9
Cruz,9
Encarnacion,7
Sale,3
Verlander,2
Ramirez,2
Eaton,1
Kluber,1
Longoria,1
