Player,Borda Points
Donaldson,293
Trout,276
Cain,225
Machado,158
Keuchel,107
Cruz,94
Beltre,83
Bautista,82
Price,62
Altuve,44
Cabrera,40
Encarnacion,38
Fielder,33
DavisC,32
Martinez,18
Kipnis,17
Kiermaier,10
Morales,7
Betts,4
Sale,4
Kinsler,3
Abreu,3
Moustakas,3
Hosmer,2
Martin,2
McCann,2
Correa,2
Ortiz,1
Brantley,1
DavisW,1
Dozier,1
Rodriguez,1
Teixeira,1
