Player,Borda Points
Cabrera,274
Trout,257
Beltre,210
Cano,149
Hamilton,127
Jones,118
Jeter,79
Verlander,58
Fielder,56
Cespedes,41
Encarnacion,33
Price,26
Rodney,24
Johnson,22
Rios,17
Reddick,14
Pujols,8
Zobrist,7
Mauer,6
Soriano,5
Wieters,4
Hernandez,2
Weaver,2
Ibanez,1
