Player,Borda Points
Cabrera,293
Trout,262
DavisC,228
Donaldson,218
Cano,150
Longoria,103
Beltre,99
Pedroia,99
Machado,57
Ortiz,47
Kipnis,31
Scherzer,25
Jones,9
Encarnacion,7
Holland,3
Crisp,3
Santana,3
Ellsbury,3
Hunter,2
Uehara,2
Iwakuma,2
Victorino,1
Darvish,1
Perez,1
Hernandez,1
