Player,Borda Points
Trout,300
Martinez,229
Brantley,191
Abreu,145
Cano,124
Bautista,122
Cruz,102
Donaldson,100
Cabrera,82
Gordon,46
Kluber,45
Hernandez,44
Altuve,41
Jones,32
Beltre,22
Holland,13
Pujols,5
Kendrick,3
Shields,3
Seager,1
