Player,Borda Points
McCutchen,297
Goldschmidt,242
Molina,211
Carpenter,194
Freeman,154
Votto,149
Kershaw,146
Ramirez,58
Gomez,43
Bruce,30
Kimbrel,27
Choo,23
Werth,20
Simmons,14
Puig,10
Pence,7
Tulowitzki,5
Craig,4
Gonzalez,4
Wainwright,3
Cuddyer,3
Posey,3
Holliday,2
Martin,1
