Player,Borda Points
Bellinger,286
Yelich,277
Rendon,238
Marte,198
AcunaJr,155
Arenado,120
Alonso,102
Freeman,90
Soto,45
DeGrom,44
Donaldson,27
Story,26
Flaherty,9
Realmuto,8
Muncy,4
Suarez,4
Grandal,4
Strasburg,4
Ryu,3
Wong,2
Goldschmidt,2
Scherzer,1
Pillar,1
