Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-jude,2014,11,mississippi-state-bulldogs,florida-state-seminoles,auburn-tigers,oregon-ducks,alabama-crimson-tide,notre-dame-fighting-irish,michigan-state-spartans,tcu-horned-frogs,kansas-state-wildcats,baylor-bears,ole-miss-rebels,arizona-state-sun-devils,ohio-state-buckeyes,lsu-tigers,nebraska-cornhuskers,oklahoma-sooners,georgia-bulldogs,ucla-bruins,arizona-wildcats,utah-utes,clemson-tigers,west-virginia-mountaineers,duke-blue-devils,marshall-thundering-herd,wisconsin-badgers
adam-sparks,2014,11,mississippi-state-bulldogs,florida-state-seminoles,auburn-tigers,alabama-crimson-tide,oregon-ducks,baylor-bears,tcu-horned-frogs,notre-dame-fighting-irish,michigan-state-spartans,kansas-state-wildcats,ole-miss-rebels,lsu-tigers,nebraska-cornhuskers,ohio-state-buckeyes,ucla-bruins,arizona-state-sun-devils,duke-blue-devils,marshall-thundering-herd,georgia-bulldogs,arizona-wildcats,oklahoma-sooners,clemson-tigers,utah-utes,missouri-tigers,colorado-state-rams
adam-zucker,2014,11,mississippi-state-bulldogs,florida-state-seminoles,alabama-crimson-tide,oregon-ducks,auburn-tigers,tcu-horned-frogs,michigan-state-spartans,kansas-state-wildcats,baylor-bears,notre-dame-fighting-irish,ohio-state-buckeyes,ole-miss-rebels,arizona-state-sun-devils,nebraska-cornhuskers,lsu-tigers,oklahoma-sooners,georgia-bulldogs,duke-blue-devils,ucla-bruins,arizona-wildcats,utah-utes,clemson-tigers,west-virginia-mountaineers,colorado-state-rams,marshall-thundering-herd
bill-rabinowitz,2014,11,mississippi-state-bulldogs,florida-state-seminoles,auburn-tigers,oregon-ducks,alabama-crimson-tide,michigan-state-spartans,tcu-horned-frogs,kansas-state-wildcats,notre-dame-fighting-irish,baylor-bears,arizona-state-sun-devils,ohio-state-buckeyes,nebraska-cornhuskers,ole-miss-rebels,lsu-tigers,clemson-tigers,oklahoma-sooners,marshall-thundering-herd,wisconsin-badgers,georgia-bulldogs,ucla-bruins,arizona-wildcats,duke-blue-devils,colorado-state-rams,north-dakota-state-bison
bob-asmussen,2014,11,florida-state-seminoles,mississippi-state-bulldogs,oregon-ducks,auburn-tigers,alabama-crimson-tide,michigan-state-spartans,baylor-bears,tcu-horned-frogs,notre-dame-fighting-irish,ohio-state-buckeyes,arizona-state-sun-devils,nebraska-cornhuskers,ole-miss-rebels,kansas-state-wildcats,oklahoma-sooners,georgia-bulldogs,marshall-thundering-herd,lsu-tigers,ucla-bruins,arizona-wildcats,clemson-tigers,duke-blue-devils,colorado-state-rams,missouri-tigers,georgia-tech-yellow-jackets
brent-axe,2014,11,mississippi-state-bulldogs,florida-state-seminoles,auburn-tigers,alabama-crimson-tide,oregon-ducks,tcu-horned-frogs,notre-dame-fighting-irish,michigan-state-spartans,kansas-state-wildcats,baylor-bears,ohio-state-buckeyes,nebraska-cornhuskers,lsu-tigers,ole-miss-rebels,arizona-state-sun-devils,duke-blue-devils,georgia-bulldogs,ucla-bruins,oklahoma-sooners,clemson-tigers,arizona-wildcats,utah-utes,marshall-thundering-herd,wisconsin-badgers,colorado-state-rams
brett-mcmurphy,2014,11,mississippi-state-bulldogs,florida-state-seminoles,oregon-ducks,auburn-tigers,tcu-horned-frogs,alabama-crimson-tide,notre-dame-fighting-irish,michigan-state-spartans,kansas-state-wildcats,ole-miss-rebels,arizona-state-sun-devils,lsu-tigers,ohio-state-buckeyes,baylor-bears,nebraska-cornhuskers,utah-utes,georgia-bulldogs,arizona-wildcats,oklahoma-sooners,west-virginia-mountaineers,clemson-tigers,colorado-state-rams,ucla-bruins,marshall-thundering-herd,duke-blue-devils
chadd-cripe,2014,11,mississippi-state-bulldogs,florida-state-seminoles,auburn-tigers,oregon-ducks,alabama-crimson-tide,tcu-horned-frogs,notre-dame-fighting-irish,michigan-state-spartans,lsu-tigers,ole-miss-rebels,baylor-bears,kansas-state-wildcats,nebraska-cornhuskers,ohio-state-buckeyes,ucla-bruins,arizona-state-sun-devils,oklahoma-sooners,west-virginia-mountaineers,utah-utes,usc-trojans,georgia-bulldogs,clemson-tigers,arizona-wildcats,duke-blue-devils,wisconsin-badgers
charles-davis,2014,11,mississippi-state-bulldogs,florida-state-seminoles,auburn-tigers,tcu-horned-frogs,alabama-crimson-tide,oregon-ducks,michigan-state-spartans,kansas-state-wildcats,notre-dame-fighting-irish,arizona-state-sun-devils,baylor-bears,ohio-state-buckeyes,nebraska-cornhuskers,lsu-tigers,ole-miss-rebels,oklahoma-sooners,utah-utes,ucla-bruins,duke-blue-devils,arizona-wildcats,georgia-bulldogs,clemson-tigers,wisconsin-badgers,marshall-thundering-herd,colorado-state-rams
chris-murray,2014,11,mississippi-state-bulldogs,florida-state-seminoles,auburn-tigers,alabama-crimson-tide,oregon-ducks,tcu-horned-frogs,notre-dame-fighting-irish,michigan-state-spartans,ole-miss-rebels,arizona-state-sun-devils,baylor-bears,kansas-state-wildcats,ohio-state-buckeyes,lsu-tigers,georgia-bulldogs,utah-utes,ucla-bruins,arizona-wildcats,oklahoma-sooners,nebraska-cornhuskers,marshall-thundering-herd,clemson-tigers,duke-blue-devils,colorado-state-rams,north-dakota-state-bison
