Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
adam-jude,2014,1,florida-state-seminoles,oregon-ducks,alabama-crimson-tide,oklahoma-sooners,ohio-state-buckeyes,auburn-tigers,ucla-bruins,michigan-state-spartans,baylor-bears,georgia-bulldogs,south-carolina-gamecocks,wisconsin-badgers,lsu-tigers,stanford-cardinal,clemson-tigers,ole-miss-rebels,ucf-knights,usc-trojans,notre-dame-fighting-irish,arizona-state-sun-devils,texas-am-aggies,missouri-tigers,texas-tech-red-raiders,washington-huskies,iowa-hawkeyes
adam-sparks,2014,1,florida-state-seminoles,auburn-tigers,oklahoma-sooners,alabama-crimson-tide,oregon-ducks,ohio-state-buckeyes,south-carolina-gamecocks,clemson-tigers,michigan-state-spartans,stanford-cardinal,ucla-bruins,baylor-bears,lsu-tigers,nebraska-cornhuskers,georgia-bulldogs,ole-miss-rebels,usc-trojans,wisconsin-badgers,notre-dame-fighting-irish,missouri-tigers,arizona-state-sun-devils,washington-huskies,louisville-cardinals,oklahoma-state-cowboys,texas-longhorns
adam-zucker,2014,1,florida-state-seminoles,oregon-ducks,auburn-tigers,oklahoma-sooners,alabama-crimson-tide,michigan-state-spartans,ucla-bruins,ohio-state-buckeyes,south-carolina-gamecocks,georgia-bulldogs,baylor-bears,lsu-tigers,stanford-cardinal,wisconsin-badgers,usc-trojans,arizona-state-sun-devils,texas-am-aggies,north-carolina-tar-heels,notre-dame-fighting-irish,ole-miss-rebels,florida-gators,clemson-tigers,iowa-hawkeyes,kansas-state-wildcats,utah-state-aggies
bill-rabinowitz,2014,1,florida-state-seminoles,alabama-crimson-tide,oklahoma-sooners,oregon-ducks,auburn-tigers,michigan-state-spartans,ohio-state-buckeyes,ucla-bruins,georgia-bulldogs,baylor-bears,south-carolina-gamecocks,stanford-cardinal,lsu-tigers,wisconsin-badgers,usc-trojans,clemson-tigers,ole-miss-rebels,notre-dame-fighting-irish,arizona-state-sun-devils,missouri-tigers,washington-huskies,kansas-state-wildcats,north-carolina-tar-heels,texas-am-aggies,mississippi-state-bulldogs
bob-asmussen,2014,1,florida-state-seminoles,oregon-ducks,ohio-state-buckeyes,alabama-crimson-tide,oklahoma-sooners,michigan-state-spartans,auburn-tigers,ucla-bruins,baylor-bears,georgia-bulldogs,stanford-cardinal,lsu-tigers,south-carolina-gamecocks,texas-am-aggies,wisconsin-badgers,notre-dame-fighting-irish,north-carolina-tar-heels,florida-gators,clemson-tigers,texas-tech-red-raiders,usc-trojans,ole-miss-rebels,nebraska-cornhuskers,texas-longhorns,michigan-wolverines
brent-axe,2014,1,florida-state-seminoles,ohio-state-buckeyes,alabama-crimson-tide,ucla-bruins,oregon-ducks,baylor-bears,oklahoma-sooners,michigan-state-spartans,auburn-tigers,georgia-bulldogs,lsu-tigers,south-carolina-gamecocks,stanford-cardinal,wisconsin-badgers,ole-miss-rebels,notre-dame-fighting-irish,north-carolina-tar-heels,usc-trojans,clemson-tigers,northwestern-wildcats,ucf-knights,florida-gators,missouri-tigers,washington-huskies,tcu-horned-frogs
brett-mcmurphy,2014,1,florida-state-seminoles,alabama-crimson-tide,oregon-ducks,oklahoma-sooners,ucla-bruins,south-carolina-gamecocks,ohio-state-buckeyes,auburn-tigers,michigan-state-spartans,baylor-bears,georgia-bulldogs,stanford-cardinal,usc-trojans,clemson-tigers,lsu-tigers,notre-dame-fighting-irish,wisconsin-badgers,washington-huskies,mississippi-state-bulldogs,ole-miss-rebels,north-carolina-tar-heels,iowa-hawkeyes,florida-gators,nebraska-cornhuskers,texas-am-aggies
chadd-cripe,2014,1,florida-state-seminoles,auburn-tigers,oklahoma-sooners,alabama-crimson-tide,michigan-state-spartans,south-carolina-gamecocks,stanford-cardinal,oregon-ducks,clemson-tigers,ucla-bruins,ohio-state-buckeyes,lsu-tigers,ucf-knights,missouri-tigers,baylor-bears,oklahoma-state-cowboys,louisville-cardinals,notre-dame-fighting-irish,texas-am-aggies,duke-blue-devils,arizona-state-sun-devils,usc-trojans,nebraska-cornhuskers,texas-tech-red-raiders,washington-huskies
charles-davis,2014,1,florida-state-seminoles,ucla-bruins,oregon-ducks,auburn-tigers,oklahoma-sooners,alabama-crimson-tide,michigan-state-spartans,stanford-cardinal,ohio-state-buckeyes,baylor-bears,south-carolina-gamecocks,arizona-state-sun-devils,lsu-tigers,georgia-bulldogs,nebraska-cornhuskers,wisconsin-badgers,notre-dame-fighting-irish,washington-huskies,ucf-knights,ole-miss-rebels,florida-gators,texas-longhorns,clemson-tigers,duke-blue-devils,texas-am-aggies
chris-murray,2014,1,florida-state-seminoles,alabama-crimson-tide,oklahoma-sooners,oregon-ducks,michigan-state-spartans,ohio-state-buckeyes,ucla-bruins,baylor-bears,auburn-tigers,south-carolina-gamecocks,georgia-bulldogs,stanford-cardinal,wisconsin-badgers,usc-trojans,arizona-state-sun-devils,lsu-tigers,north-carolina-tar-heels,clemson-tigers,notre-dame-fighting-irish,ucf-knights,ole-miss-rebels,texas-longhorns,marshall-thundering-herd,washington-huskies,louisville-cardinals
