Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2022,15,georgia-bulldogs,michigan-wolverines,tcu-horned-frogs,ohio-state-buckeyes,tennessee-volunteers,alabama-crimson-tide,clemson-tigers,utah-utes,kansas-state-wildcats,washington-huskies,penn-state-nittany-lions,usc-trojans,oregon-ducks,lsu-tigers,tulane-green-wave,oregon-state-beavers,ucla-bruins,florida-state-seminoles,south-carolina-gamecocks,notre-dame-fighting-irish,texas-longhorns,utsa-roadrunners,mississippi-state-bulldogs,troy-trojans,ucf-knights
adam-cole,2022,15,georgia-bulldogs,michigan-wolverines,tcu-horned-frogs,ohio-state-buckeyes,tennessee-volunteers,alabama-crimson-tide,kansas-state-wildcats,utah-utes,usc-trojans,clemson-tigers,washington-huskies,penn-state-nittany-lions,oregon-ducks,lsu-tigers,tulane-green-wave,notre-dame-fighting-irish,ucla-bruins,oregon-state-beavers,south-carolina-gamecocks,florida-state-seminoles,texas-longhorns,troy-trojans,utsa-roadrunners,north-carolina-tar-heels,ucf-knights
adam-grosbard,2022,15,georgia-bulldogs,michigan-wolverines,tcu-horned-frogs,ohio-state-buckeyes,tennessee-volunteers,alabama-crimson-tide,kansas-state-wildcats,penn-state-nittany-lions,utah-utes,usc-trojans,clemson-tigers,washington-huskies,lsu-tigers,florida-state-seminoles,tulane-green-wave,south-carolina-gamecocks,ucla-bruins,oregon-state-beavers,oregon-ducks,texas-longhorns,troy-trojans,utsa-roadrunners,ucf-knights,north-carolina-state-wolfpack,cincinnati-bearcats
adam-zucker,2022,15,georgia-bulldogs,michigan-wolverines,tcu-horned-frogs,ohio-state-buckeyes,tennessee-volunteers,alabama-crimson-tide,penn-state-nittany-lions,clemson-tigers,usc-trojans,washington-huskies,kansas-state-wildcats,utah-utes,florida-state-seminoles,lsu-tigers,south-carolina-gamecocks,oregon-state-beavers,oregon-ducks,ucla-bruins,notre-dame-fighting-irish,texas-longhorns,tulane-green-wave,illinois-fighting-illini,utsa-roadrunners,purdue-boilermakers,troy-trojans
andy-greder,2022,15,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,tcu-horned-frogs,tennessee-volunteers,alabama-crimson-tide,utah-utes,penn-state-nittany-lions,kansas-state-wildcats,washington-huskies,clemson-tigers,usc-trojans,oregon-ducks,oregon-state-beavers,florida-state-seminoles,tulane-green-wave,ucla-bruins,texas-longhorns,lsu-tigers,south-carolina-gamecocks,north-carolina-state-wolfpack,notre-dame-fighting-irish,utsa-roadrunners,cincinnati-bearcats,fresno-state-bulldogs
ben-portnoy,2022,15,georgia-bulldogs,michigan-wolverines,tcu-horned-frogs,ohio-state-buckeyes,tennessee-volunteers,alabama-crimson-tide,utah-utes,penn-state-nittany-lions,tulane-green-wave,kansas-state-wildcats,usc-trojans,washington-huskies,oregon-state-beavers,oregon-ducks,ucla-bruins,south-carolina-gamecocks,notre-dame-fighting-irish,clemson-tigers,florida-state-seminoles,lsu-tigers,troy-trojans,south-alabama-jaguars,mississippi-state-bulldogs,utsa-roadrunners,cincinnati-bearcats
blair-kerkhoff,2022,15,georgia-bulldogs,michigan-wolverines,tcu-horned-frogs,ohio-state-buckeyes,alabama-crimson-tide,tennessee-volunteers,kansas-state-wildcats,utah-utes,penn-state-nittany-lions,clemson-tigers,usc-trojans,washington-huskies,florida-state-seminoles,lsu-tigers,oregon-state-beavers,oregon-ducks,ucla-bruins,tulane-green-wave,troy-trojans,south-carolina-gamecocks,notre-dame-fighting-irish,texas-longhorns,utsa-roadrunners,mississippi-state-bulldogs,north-carolina-state-wolfpack
bob-asmussen,2022,15,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,tcu-horned-frogs,alabama-crimson-tide,kansas-state-wildcats,penn-state-nittany-lions,tennessee-volunteers,clemson-tigers,utah-utes,usc-trojans,washington-huskies,florida-state-seminoles,oregon-state-beavers,oregon-ducks,lsu-tigers,tulane-green-wave,notre-dame-fighting-irish,texas-longhorns,ucla-bruins,south-carolina-gamecocks,utsa-roadrunners,mississippi-state-bulldogs,illinois-fighting-illini,troy-trojans
brett-mcmurphy,2022,15,georgia-bulldogs,michigan-wolverines,tcu-horned-frogs,ohio-state-buckeyes,alabama-crimson-tide,tennessee-volunteers,washington-huskies,utah-utes,penn-state-nittany-lions,kansas-state-wildcats,usc-trojans,oregon-state-beavers,oregon-ducks,clemson-tigers,florida-state-seminoles,tulane-green-wave,ucla-bruins,notre-dame-fighting-irish,utsa-roadrunners,troy-trojans,south-carolina-gamecocks,lsu-tigers,texas-longhorns,fresno-state-bulldogs,mississippi-state-bulldogs
brian-fonseca,2022,15,georgia-bulldogs,michigan-wolverines,tcu-horned-frogs,usc-trojans,ohio-state-buckeyes,alabama-crimson-tide,penn-state-nittany-lions,tennessee-volunteers,clemson-tigers,washington-huskies,kansas-state-wildcats,tulane-green-wave,oregon-ducks,ucla-bruins,florida-state-seminoles,south-carolina-gamecocks,lsu-tigers,utah-utes,oregon-state-beavers,notre-dame-fighting-irish,utsa-roadrunners,troy-trojans,purdue-boilermakers,ucf-knights,south-alabama-jaguars
brian-howell,2022,15,georgia-bulldogs,michigan-wolverines,tcu-horned-frogs,ohio-state-buckeyes,usc-trojans,tennessee-volunteers,alabama-crimson-tide,kansas-state-wildcats,clemson-tigers,utah-utes,penn-state-nittany-lions,washington-huskies,tulane-green-wave,florida-state-seminoles,oregon-state-beavers,oregon-ducks,utsa-roadrunners,troy-trojans,ucla-bruins,notre-dame-fighting-irish,lsu-tigers,south-carolina-gamecocks,texas-longhorns,fresno-state-bulldogs,north-carolina-tar-heels
chris-murray,2022,15,georgia-bulldogs,michigan-wolverines,tcu-horned-frogs,ohio-state-buckeyes,tennessee-volunteers,alabama-crimson-tide,utah-utes,usc-trojans,kansas-state-wildcats,tulane-green-wave,clemson-tigers,washington-huskies,penn-state-nittany-lions,oregon-state-beavers,oregon-ducks,ucla-bruins,florida-state-seminoles,lsu-tigers,utsa-roadrunners,south-carolina-gamecocks,mississippi-state-bulldogs,ole-miss-rebels,troy-trojans,notre-dame-fighting-irish,texas-longhorns
chuck-carlton,2022,15,georgia-bulldogs,michigan-wolverines,tcu-horned-frogs,ohio-state-buckeyes,alabama-crimson-tide,clemson-tigers,tennessee-volunteers,penn-state-nittany-lions,kansas-state-wildcats,utah-utes,usc-trojans,washington-huskies,florida-state-seminoles,oregon-ducks,ucla-bruins,lsu-tigers,oregon-state-beavers,tulane-green-wave,notre-dame-fighting-irish,texas-longhorns,utsa-roadrunners,south-carolina-gamecocks,north-carolina-state-wolfpack,mississippi-state-bulldogs,troy-trojans
chuck-landon,2022,15,georgia-bulldogs,michigan-wolverines,tcu-horned-frogs,ohio-state-buckeyes,alabama-crimson-tide,tennessee-volunteers,penn-state-nittany-lions,clemson-tigers,usc-trojans,washington-huskies,utah-utes,kansas-state-wildcats,florida-state-seminoles,oregon-ducks,tulane-green-wave,lsu-tigers,oregon-state-beavers,ucla-bruins,notre-dame-fighting-irish,south-carolina-gamecocks,utsa-roadrunners,troy-trojans,texas-longhorns,mississippi-state-bulldogs,north-carolina-state-wolfpack
colten-bartholomew,2022,15,georgia-bulldogs,michigan-wolverines,tcu-horned-frogs,ohio-state-buckeyes,tennessee-volunteers,alabama-crimson-tide,utah-utes,usc-trojans,kansas-state-wildcats,washington-huskies,penn-state-nittany-lions,lsu-tigers,ucla-bruins,oregon-state-beavers,oregon-ducks,clemson-tigers,florida-state-seminoles,tulane-green-wave,texas-longhorns,ucf-knights,south-carolina-gamecocks,notre-dame-fighting-irish,north-carolina-state-wolfpack,north-carolina-tar-heels,utsa-roadrunners
damien-sordelett,2022,15,georgia-bulldogs,michigan-wolverines,tcu-horned-frogs,ohio-state-buckeyes,usc-trojans,alabama-crimson-tide,tennessee-volunteers,clemson-tigers,utah-utes,penn-state-nittany-lions,washington-huskies,kansas-state-wildcats,oregon-ducks,tulane-green-wave,oregon-state-beavers,ucla-bruins,florida-state-seminoles,lsu-tigers,utsa-roadrunners,troy-trojans,south-alabama-jaguars,south-carolina-gamecocks,notre-dame-fighting-irish,mississippi-state-bulldogs,north-carolina-tar-heels
darren-haynes,2022,15,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,tcu-horned-frogs,usc-trojans,tennessee-volunteers,alabama-crimson-tide,utah-utes,clemson-tigers,kansas-state-wildcats,penn-state-nittany-lions,washington-huskies,lsu-tigers,tulane-green-wave,florida-state-seminoles,notre-dame-fighting-irish,oregon-state-beavers,oregon-ducks,ucla-bruins,utsa-roadrunners,texas-longhorns,ucf-knights,south-carolina-gamecocks,cincinnati-bearcats,troy-trojans
dave-reardon,2022,15,georgia-bulldogs,michigan-wolverines,tcu-horned-frogs,alabama-crimson-tide,ohio-state-buckeyes,utah-utes,penn-state-nittany-lions,kansas-state-wildcats,tennessee-volunteers,clemson-tigers,washington-huskies,florida-state-seminoles,usc-trojans,tulane-green-wave,lsu-tigers,utsa-roadrunners,texas-longhorns,oregon-state-beavers,ucla-bruins,oregon-ducks,notre-dame-fighting-irish,south-carolina-gamecocks,troy-trojans,mississippi-state-bulldogs,south-alabama-jaguars
david-briggs,2022,15,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,tcu-horned-frogs,alabama-crimson-tide,clemson-tigers,utah-utes,usc-trojans,tennessee-volunteers,penn-state-nittany-lions,tulane-green-wave,kansas-state-wildcats,washington-huskies,florida-state-seminoles,lsu-tigers,oregon-state-beavers,oregon-ducks,ucla-bruins,south-carolina-gamecocks,notre-dame-fighting-irish,troy-trojans,utsa-roadrunners,mississippi-state-bulldogs,cincinnati-bearcats,texas-longhorns
david-jablonski,2022,15,georgia-bulldogs,michigan-wolverines,ohio-state-buckeyes,tcu-horned-frogs,clemson-tigers,tennessee-volunteers,alabama-crimson-tide,penn-state-nittany-lions,utah-utes,usc-trojans,washington-huskies,kansas-state-wildcats,oregon-ducks,ucla-bruins,florida-state-seminoles,lsu-tigers,tulane-green-wave,oregon-state-beavers,north-carolina-tar-heels,south-carolina-gamecocks,utsa-roadrunners,troy-trojans,texas-longhorns,ucf-knights,notre-dame-fighting-irish
