Pollster,Season,Week,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th
aaron-mcmann,2018,12,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,oklahoma-sooners,west-virginia-mountaineers,ohio-state-buckeyes,ucf-knights,washington-state-cougars,lsu-tigers,texas-longhorns,florida-gators,syracuse-orange,utah-state-aggies,cincinnati-bearcats,penn-state-nittany-lions,kentucky-wildcats,iowa-state-cyclones,boise-state-broncos,north-carolina-state-wolfpack,northwestern-wildcats,boston-college-eagles,fresno-state-bulldogs,washington-huskies
adam-jude,2018,12,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,georgia-bulldogs,michigan-wolverines,oklahoma-sooners,lsu-tigers,washington-state-cougars,ohio-state-buckeyes,west-virginia-mountaineers,ucf-knights,syracuse-orange,utah-state-aggies,texas-longhorns,washington-huskies,florida-gators,boston-college-eagles,cincinnati-bearcats,utah-utes,penn-state-nittany-lions,army-west-point-black-knights,iowa-state-cyclones,boise-state-broncos,northwestern-wildcats,kentucky-wildcats
andy-greder,2018,12,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,oklahoma-sooners,west-virginia-mountaineers,lsu-tigers,ohio-state-buckeyes,washington-state-cougars,ucf-knights,utah-state-aggies,boston-college-eagles,syracuse-orange,texas-longhorns,penn-state-nittany-lions,florida-gators,washington-huskies,iowa-state-cyclones,cincinnati-bearcats,kentucky-wildcats,boise-state-broncos,fresno-state-bulldogs,utah-utes,northwestern-wildcats
ben-jones,2018,12,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,oklahoma-sooners,ohio-state-buckeyes,washington-state-cougars,west-virginia-mountaineers,ucf-knights,lsu-tigers,syracuse-orange,penn-state-nittany-lions,texas-longhorns,utah-state-aggies,kentucky-wildcats,florida-gators,utah-utes,north-carolina-state-wolfpack,duke-blue-devils,boston-college-eagles,washington-huskies,mississippi-state-bulldogs,pittsburgh-panthers,uab-blazers
blake-toppmeyer,2018,12,alabama-crimson-tide,notre-dame-fighting-irish,clemson-tigers,michigan-wolverines,lsu-tigers,georgia-bulldogs,oklahoma-sooners,ucf-knights,washington-state-cougars,west-virginia-mountaineers,ohio-state-buckeyes,utah-state-aggies,iowa-state-cyclones,texas-longhorns,penn-state-nittany-lions,florida-gators,syracuse-orange,kentucky-wildcats,mississippi-state-bulldogs,texas-am-aggies,northwestern-wildcats,michigan-state-spartans,washington-huskies,cincinnati-bearcats,utah-utes
bob-asmussen,2018,12,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,ucf-knights,west-virginia-mountaineers,oklahoma-sooners,ohio-state-buckeyes,lsu-tigers,washington-state-cougars,utah-state-aggies,syracuse-orange,cincinnati-bearcats,washington-huskies,texas-longhorns,florida-gators,penn-state-nittany-lions,utah-utes,iowa-state-cyclones,boston-college-eagles,northwestern-wildcats,uab-blazers,boise-state-broncos,army-west-point-black-knights
brandon-marcello,2018,12,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,georgia-bulldogs,michigan-wolverines,washington-state-cougars,oklahoma-sooners,west-virginia-mountaineers,lsu-tigers,ucf-knights,ohio-state-buckeyes,syracuse-orange,utah-state-aggies,texas-longhorns,penn-state-nittany-lions,florida-gators,iowa-state-cyclones,boston-college-eagles,utah-utes,kentucky-wildcats,mississippi-state-bulldogs,washington-huskies,fresno-state-bulldogs,uab-blazers,north-carolina-state-wolfpack
brent-axe,2018,12,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,oklahoma-sooners,west-virginia-mountaineers,ohio-state-buckeyes,washington-state-cougars,lsu-tigers,ucf-knights,syracuse-orange,florida-gators,texas-longhorns,utah-state-aggies,washington-huskies,iowa-state-cyclones,penn-state-nittany-lions,cincinnati-bearcats,boston-college-eagles,utah-utes,army-west-point-black-knights,boise-state-broncos,kentucky-wildcats,buffalo-bulls
brett-mcmurphy,2018,12,alabama-crimson-tide,clemson-tigers,notre-dame-fighting-irish,michigan-wolverines,georgia-bulldogs,washington-state-cougars,west-virginia-mountaineers,oklahoma-sooners,ohio-state-buckeyes,lsu-tigers,ucf-knights,texas-longhorns,utah-state-aggies,iowa-state-cyclones,syracuse-orange,washington-huskies,uab-blazers,army-west-point-black-knights,utah-utes,florida-gators,penn-state-nittany-lions,northwestern-wildcats,kentucky-wildcats,cincinnati-bearcats,buffalo-bulls
brian-howell,2018,12,alabama-crimson-tide,notre-dame-fighting-irish,clemson-tigers,michigan-wolverines,georgia-bulldogs,ohio-state-buckeyes,oklahoma-sooners,west-virginia-mountaineers,washington-state-cougars,lsu-tigers,ucf-knights,syracuse-orange,utah-state-aggies,texas-longhorns,florida-gators,washington-huskies,penn-state-nittany-lions,utah-utes,iowa-state-cyclones,kentucky-wildcats,mississippi-state-bulldogs,boise-state-broncos,cincinnati-bearcats,northwestern-wildcats,army-west-point-black-knights
